Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
213.0,Skim Milk,59.0 kcal,5.98 g,0.13 g,5.63 g,4.48 g,0.6 g,3.63 g,0.52 g,101.0 mg
214.0,Soy Milk,52.0 kcal,nan g,nan g,11.01 g,7.93 g,0.94 g,7.86 g,0.35 g,81.0 mg
215.0,,79.0 kcal,6.21 g,2.27 g,nan g,3.1 g,0.62 g,6.4 g,0.94 g,100.0 mg
216.0,2% Milk,40.0 kcal,5.94 g,2.64 g,nan g,4.35 g,0.96 g,6.39 g,0.02 g,81.0 mg
217.0,Skim Milk,68.0 kcal,1.42 g,0.2 g,8.41 g,1.77 g,0.71 g,2.9 g,0.38 g,80.0 mg
,Whole Milk,nan kcal,4.8 g,0.79 g,1.45 g,1.2 g,0.21 g,7.05 g,0.56 g,131.0 mg
219.0,Oat Milk,70.0 kcal,7.65 g,4.48 g,2.54 g,4.91 g,0.49 g,5.01 g,0.67 g,142.0 mg
220.0,2% Milk,48.0 kcal,4.27 g,2.66 g,6.6 g,3.39 g,0.79 g,7.15 g,0.37 g,nan mg
221.0,Soy Milk,69.0 kcal,nan g,4.45 g,5.4 g,5.34 g,0.43 g,3.51 g,0.5 g,86.0 mg
222.0,Coconut Milk,44.0 kcal,4.86 g,4.37 g,10.61 g,7.59 g,0.35 g,4.46 g,0.48 g,115.0 mg
223.0,,45.0 kcal,0.87 g,2.45 g,5.71 g,6.89 g,0.06 g,4.97 g,0.25 g,107.0 mg
224.0,Soy Milk,48.0 kcal,1.78 g,0.2 g,5.78 g,1.84 g,0.5 g,2.04 g,0.39 g,128.0 mg
225.0,Coconut Milk,70.0 kcal,4.32 g,3.35 g,5.1 g,4.56 g,0.06 g,6.12 g,0.07 g,90.0 mg
226.0,Coconut Milk,54.0 kcal,2.31 g,nan g,8.66 g,9.24 g,0.59 g,5.73 g,0.02 g,141.0 mg
227.0,Almond Milk,53.0 kcal,1.25 g,0.99 g,9.23 g,7.33 g,0.12 g,3.28 g,0.53 g,nan mg
,Coconut Milk,80.0 kcal,2.69 g,2.62 g,5.62 g,5.66 g,0.57 g,7.94 g,0.71 g,142.0 mg
229.0,Almond Milk,74.0 kcal,1.43 g,0.33 g,nan g,7.46 g,0.05 g,3.35 g,0.83 g,98.0 mg
230.0,Skim Milk,76.0 kcal,2.08 g,2.93 g,4.11 g,nan g,0.17 g,5.13 g,nan g,123.0 mg
231.0,Cashew Milk,54.0 kcal,4.88 g,4.7 g,10.58 g,3.27 g,0.06 g,4.07 g,0.0 g,133.0 mg
232.0,Oat Milk,72.0 kcal,4.49 g,nan g,1.14 g,9.72 g,0.12 g,2.43 g,0.06 g,96.0 mg
233.0,Skim Milk,68.0 kcal,5.94 g,nan g,9.99 g,8.32 g,0.45 g,6.12 g,0.05 g,135.0 mg
234.0,Oat Milk,48.0 kcal,3.99 g,2.47 g,2.99 g,nan g,0.83 g,1.28 g,0.1 g,134.0 mg
235.0,Skim Milk,77.0 kcal,2.31 g,nan g,11.56 g,6.14 g,0.77 g,2.45 g,0.62 g,129.0 mg
236.0,Oat Milk,49.0 kcal,1.6 g,nan g,6.8 g,8.12 g,0.74 g,nan g,0.19 g,99.0 mg
237.0,,66.0 kcal,2.19 g,3.32 g,8.51 g,7.61 g,0.34 g,4.8 g,0.79 g,104.0 mg
238.0,2% Milk,76.0 kcal,5.89 g,4.25 g,6.88 g,9.22 g,0.74 g,1.83 g,nan g,110.0 mg
239.0,Whole Milk,62.0 kcal,7.18 g,2.41 g,5.47 g,9.88 g,0.72 g,5.55 g,0.0 g,101.0 mg
240.0,Whole Milk,75.0 kcal,1.18 g,2.12 g,3.38 g,3.59 g,nan g,3.5 g,0.43 g,143.0 mg
241.0,Whole Milk,42.0 kcal,6.18 g,4.24 g,4.29 g,4.33 g,0.17 g,5.36 g,0.97 g,133.0 mg
242.0,Whole Milk,55.0 kcal,3.71 g,4.81 g,6.48 g,0.73 g,0.91 g,4.51 g,0.96 g,130.0 mg
243.0,Cashew Milk,58.0 kcal,4.62 g,2.48 g,8.9 g,2.47 g,0.42 g,4.08 g,0.6 g,114.0 mg
,Coconut Milk,nan kcal,4.19 g,1.62 g,2.55 g,0.66 g,0.31 g,1.01 g,0.02 g,86.0 mg
245.0,Coconut Milk,77.0 kcal,0.98 g,0.15 g,1.44 g,5.38 g,0.62 g,7.19 g,0.04 g,83.0 mg
246.0,Cashew Milk,52.0 kcal,3.41 g,0.81 g,1.8 g,8.58 g,0.79 g,nan g,0.53 g,144.0 mg
247.0,Almond Milk,40.0 kcal,6.27 g,2.15 g,6.83 g,7.12 g,0.94 g,1.28 g,0.61 g,91.0 mg
248.0,Cashew Milk,nan kcal,6.7 g,0.16 g,4.11 g,4.8 g,0.89 g,2.72 g,0.86 g,130.0 mg
249.0,Almond Milk,57.0 kcal,5.04 g,1.73 g,10.5 g,3.42 g,0.03 g,1.22 g,0.91 g,126.0 mg
250.0,Soy Milk,51.0 kcal,7.84 g,4.47 g,8.98 g,6.88 g,0.96 g,2.9 g,nan g,85.0 mg
251.0,Almond Milk,59.0 kcal,6.69 g,1.25 g,11.03 g,nan g,nan g,5.55 g,0.77 g,111.0 mg
252.0,Skim Milk,40.0 kcal,5.35 g,0.19 g,1.55 g,9.58 g,0.47 g,4.44 g,0.4 g,149.0 mg
253.0,2% Milk,79.0 kcal,1.92 g,2.89 g,10.57 g,6.08 g,0.04 g,3.18 g,0.81 g,104.0 mg
254.0,Almond Milk,69.0 kcal,3.73 g,4.7 g,1.78 g,3.61 g,nan g,5.53 g,0.1 g,133.0 mg
255.0,Skim Milk,79.0 kcal,3.02 g,0.86 g,10.6 g,3.91 g,0.01 g,1.22 g,0.23 g,123.0 mg
256.0,Coconut Milk,62.0 kcal,1.22 g,1.09 g,11.82 g,nan g,0.8 g,6.0 g,0.95 g,139.0 mg
257.0,Coconut Milk,48.0 kcal,1.12 g,1.5 g,2.57 g,9.83 g,0.01 g,2.08 g,0.31 g,104.0 mg
258.0,Soy Milk,72.0 kcal,6.33 g,0.73 g,8.93 g,3.21 g,0.84 g,4.66 g,0.5 g,150.0 mg
259.0,,67.0 kcal,3.99 g,nan g,6.62 g,4.53 g,0.03 g,2.71 g,0.11 g,nan mg
260.0,Oat Milk,nan kcal,3.73 g,0.44 g,7.46 g,5.22 g,0.22 g,1.58 g,0.73 g,104.0 mg
261.0,Cashew Milk,60.0 kcal,4.2 g,2.63 g,3.96 g,1.09 g,0.98 g,2.89 g,0.74 g,116.0 mg
262.0,Skim Milk,nan kcal,2.73 g,1.28 g,11.13 g,9.09 g,0.77 g,nan g,0.92 g,137.0 mg
,Skim Milk,76.0 kcal,1.4 g,nan g,9.15 g,7.73 g,0.75 g,6.03 g,0.59 g,127.0 mg
264.0,Skim Milk,62.0 kcal,4.7 g,3.89 g,11.89 g,7.96 g,0.36 g,6.93 g,0.99 g,93.0 mg
265.0,Skim Milk,74.0 kcal,nan g,nan g,6.98 g,9.94 g,0.69 g,3.06 g,0.15 g,102.0 mg
266.0,Skim Milk,46.0 kcal,1.8 g,1.81 g,9.02 g,6.1 g,0.45 g,7.85 g,0.79 g,117.0 mg
267.0,Cashew Milk,61.0 kcal,2.56 g,2.73 g,nan g,3.96 g,0.31 g,7.52 g,0.56 g,100.0 mg
268.0,2% Milk,47.0 kcal,3.01 g,0.74 g,3.71 g,nan g,0.15 g,3.95 g,0.58 g,150.0 mg
269.0,Oat Milk,49.0 kcal,6.55 g,0.31 g,4.23 g,8.25 g,0.85 g,7.35 g,0.78 g,109.0 mg
270.0,Coconut Milk,75.0 kcal,6.47 g,3.21 g,3.67 g,2.04 g,nan g,4.78 g,0.47 g,125.0 mg
271.0,Whole Milk,66.0 kcal,5.09 g,4.26 g,3.93 g,8.37 g,0.78 g,7.2 g,0.2 g,104.0 mg
272.0,Almond Milk,68.0 kcal,4.94 g,1.15 g,nan g,9.64 g,nan g,4.76 g,0.01 g,105.0 mg
273.0,Cashew Milk,nan kcal,7.2 g,3.05 g,2.87 g,4.55 g,0.17 g,2.52 g,0.43 g,121.0 mg
274.0,Coconut Milk,47.0 kcal,4.02 g,1.68 g,6.41 g,8.29 g,1.0 g,nan g,0.4 g,141.0 mg
275.0,Almond Milk,74.0 kcal,3.41 g,3.07 g,1.56 g,0.63 g,0.17 g,6.32 g,0.75 g,140.0 mg
,,69.0 kcal,1.28 g,3.79 g,5.83 g,5.47 g,0.99 g,4.43 g,0.97 g,88.0 mg
277.0,Cashew Milk,45.0 kcal,5.67 g,2.22 g,9.7 g,0.82 g,0.93 g,3.79 g,0.26 g,nan mg
278.0,2% Milk,45.0 kcal,nan g,4.54 g,4.89 g,1.23 g,0.11 g,1.61 g,0.73 g,128.0 mg
279.0,Cashew Milk,58.0 kcal,2.11 g,2.99 g,9.42 g,0.8 g,nan g,7.28 g,0.75 g,110.0 mg
280.0,,69.0 kcal,4.29 g,1.77 g,7.44 g,8.88 g,0.14 g,3.94 g,0.61 g,80.0 mg
281.0,Soy Milk,43.0 kcal,5.44 g,2.23 g,10.39 g,5.29 g,0.0 g,6.97 g,0.05 g,nan mg
282.0,Coconut Milk,60.0 kcal,0.59 g,0.34 g,11.6 g,8.07 g,0.2 g,1.99 g,0.87 g,nan mg
283.0,Coconut Milk,49.0 kcal,nan g,1.85 g,3.9 g,nan g,0.14 g,7.26 g,0.67 g,146.0 mg
284.0,Soy Milk,70.0 kcal,5.81 g,1.14 g,3.04 g,0.68 g,0.14 g,4.87 g,0.61 g,nan mg
285.0,Soy Milk,50.0 kcal,5.16 g,0.44 g,1.45 g,8.06 g,0.13 g,6.17 g,0.47 g,142.0 mg
,Oat Milk,47.0 kcal,1.4 g,nan g,nan g,5.77 g,nan g,3.09 g,0.99 g,115.0 mg
287.0,,77.0 kcal,6.87 g,1.79 g,8.75 g,2.11 g,0.58 g,nan g,0.19 g,91.0 mg
288.0,Oat Milk,51.0 kcal,6.51 g,nan g,11.19 g,2.68 g,0.34 g,7.34 g,0.59 g,nan mg
289.0,2% Milk,70.0 kcal,3.35 g,3.05 g,1.18 g,1.38 g,0.93 g,1.11 g,0.38 g,105.0 mg
290.0,2% Milk,70.0 kcal,0.77 g,nan g,nan g,2.18 g,0.7 g,6.57 g,0.99 g,146.0 mg
291.0,2% Milk,64.0 kcal,6.24 g,2.68 g,2.77 g,2.15 g,0.03 g,1.98 g,nan g,129.0 mg
292.0,Whole Milk,67.0 kcal,nan g,0.8 g,2.43 g,7.79 g,0.17 g,7.35 g,0.3 g,88.0 mg
293.0,Whole Milk,nan kcal,2.13 g,2.17 g,6.99 g,0.64 g,0.13 g,7.4 g,0.72 g,nan mg
294.0,,77.0 kcal,2.34 g,1.15 g,5.69 g,5.96 g,0.22 g,5.67 g,0.21 g,96.0 mg
295.0,Cashew Milk,nan kcal,3.31 g,2.78 g,1.17 g,9.64 g,nan g,nan g,0.2 g,150.0 mg
,Cashew Milk,71.0 kcal,1.18 g,3.44 g,2.97 g,5.44 g,0.09 g,4.55 g,0.21 g,141.0 mg
297.0,2% Milk,59.0 kcal,5.42 g,3.72 g,2.64 g,9.21 g,0.79 g,4.72 g,0.2 g,nan mg
298.0,Whole Milk,54.0 kcal,3.16 g,1.96 g,9.54 g,3.03 g,0.74 g,nan g,0.05 g,110.0 mg
299.0,Cashew Milk,72.0 kcal,1.67 g,0.78 g,6.32 g,4.92 g,0.88 g,1.86 g,0.37 g,116.0 mg
300.0,Oat Milk,nan kcal,2.92 g,0.48 g,1.27 g,5.82 g,0.66 g,7.5 g,0.27 g,103.0 mg
,,46.0 kcal,2.06 g,nan g,1.05 g,1.0 g,0.57 g,7.97 g,0.51 g,149.0 mg
302.0,Skim Milk,70.0 kcal,3.71 g,3.68 g,8.28 g,2.17 g,0.16 g,2.32 g,0.74 g,139.0 mg
303.0,Cashew Milk,75.0 kcal,5.19 g,3.21 g,10.21 g,7.39 g,0.71 g,1.83 g,0.04 g,nan mg
304.0,Soy Milk,nan kcal,1.0 g,0.4 g,11.95 g,6.13 g,0.42 g,1.72 g,0.36 g,110.0 mg
305.0,Whole Milk,42.0 kcal,1.83 g,1.29 g,8.59 g,1.1 g,0.1 g,4.27 g,0.94 g,100.0 mg
306.0,Whole Milk,68.0 kcal,7.36 g,2.93 g,9.13 g,3.31 g,0.24 g,5.8 g,0.1 g,104.0 mg
307.0,Skim Milk,nan kcal,3.98 g,3.75 g,6.32 g,1.81 g,0.69 g,2.22 g,0.96 g,109.0 mg
308.0,Whole Milk,62.0 kcal,7.77 g,2.43 g,10.07 g,9.35 g,0.43 g,7.89 g,0.65 g,104.0 mg
309.0,Coconut Milk,60.0 kcal,5.84 g,0.46 g,8.12 g,nan g,0.56 g,7.3 g,0.67 g,nan mg
310.0,Skim Milk,54.0 kcal,4.15 g,3.58 g,8.74 g,7.65 g,0.48 g,5.63 g,0.25 g,144.0 mg
311.0,Cashew Milk,nan kcal,7.28 g,1.31 g,4.85 g,nan g,0.12 g,5.73 g,0.05 g,128.0 mg
312.0,2% Milk,49.0 kcal,3.58 g,3.89 g,6.87 g,0.67 g,0.66 g,7.71 g,0.01 g,80.0 mg
313.0,Skim Milk,76.0 kcal,0.54 g,0.3 g,3.83 g,5.52 g,0.19 g,5.68 g,0.59 g,nan mg
314.0,Whole Milk,74.0 kcal,4.22 g,0.56 g,10.36 g,5.8 g,0.86 g,3.5 g,0.16 g,88.0 mg
315.0,Almond Milk,43.0 kcal,0.64 g,0.11 g,nan g,3.49 g,0.86 g,4.48 g,0.11 g,119.0 mg
316.0,Oat Milk,50.0 kcal,4.78 g,nan g,3.39 g,6.83 g,0.23 g,1.22 g,0.5 g,112.0 mg
317.0,Whole Milk,50.0 kcal,3.32 g,2.73 g,1.32 g,2.9 g,0.82 g,1.87 g,0.73 g,119.0 mg
318.0,Coconut Milk,63.0 kcal,4.74 g,2.52 g,6.52 g,3.68 g,0.89 g,4.06 g,0.67 g,98.0 mg
319.0,Skim Milk,nan kcal,3.37 g,2.89 g,nan g,6.52 g,0.57 g,7.19 g,0.95 g,115.0 mg
320.0,Almond Milk,46.0 kcal,nan g,4.94 g,6.06 g,nan g,0.26 g,1.83 g,0.82 g,138.0 mg
321.0,Cashew Milk,54.0 kcal,nan g,2.47 g,2.63 g,7.61 g,0.54 g,nan g,0.73 g,145.0 mg
322.0,Coconut Milk,72.0 kcal,0.95 g,4.06 g,3.79 g,5.58 g,0.16 g,7.2 g,0.19 g,107.0 mg
323.0,Coconut Milk,55.0 kcal,3.77 g,nan g,3.14 g,nan g,0.21 g,3.56 g,0.05 g,109.0 mg
324.0,Almond Milk,58.0 kcal,6.0 g,3.8 g,4.66 g,3.24 g,0.74 g,nan g,0.03 g,97.0 mg
325.0,Oat Milk,nan kcal,7.49 g,0.42 g,3.93 g,8.44 g,0.68 g,3.05 g,0.47 g,nan mg
326.0,Whole Milk,56.0 kcal,7.49 g,nan g,6.4 g,6.46 g,0.93 g,1.47 g,0.78 g,101.0 mg
327.0,Coconut Milk,51.0 kcal,0.93 g,2.25 g,10.46 g,7.2 g,0.32 g,nan g,0.87 g,115.0 mg
328.0,2% Milk,52.0 kcal,1.43 g,0.8 g,10.4 g,1.1 g,0.56 g,6.94 g,0.12 g,122.0 mg
,,nan kcal,1.73 g,3.46 g,9.41 g,8.61 g,0.99 g,7.35 g,0.04 g,137.0 mg
330.0,Coconut Milk,64.0 kcal,3.11 g,0.83 g,5.12 g,8.62 g,0.22 g,1.95 g,0.36 g,126.0 mg
331.0,Whole Milk,56.0 kcal,nan g,nan g,5.08 g,2.85 g,0.55 g,7.04 g,0.68 g,nan mg
332.0,Whole Milk,61.0 kcal,7.41 g,3.24 g,10.86 g,0.5 g,0.59 g,5.89 g,0.68 g,143.0 mg
333.0,Almond Milk,62.0 kcal,5.96 g,3.41 g,10.04 g,6.6 g,0.19 g,5.8 g,0.92 g,92.0 mg
334.0,,47.0 kcal,0.93 g,1.48 g,nan g,9.77 g,0.75 g,3.99 g,0.6 g,115.0 mg
335.0,Oat Milk,52.0 kcal,1.15 g,4.42 g,11.6 g,4.26 g,0.73 g,1.32 g,0.17 g,91.0 mg
336.0,Coconut Milk,71.0 kcal,6.85 g,4.34 g,9.55 g,0.79 g,0.37 g,1.38 g,0.18 g,120.0 mg
337.0,Almond Milk,52.0 kcal,4.41 g,1.66 g,1.26 g,6.09 g,0.37 g,5.34 g,0.18 g,99.0 mg
338.0,Skim Milk,59.0 kcal,nan g,2.43 g,10.93 g,9.9 g,0.06 g,4.26 g,0.19 g,nan mg
339.0,Coconut Milk,41.0 kcal,5.23 g,4.45 g,4.39 g,5.19 g,0.04 g,7.15 g,0.67 g,127.0 mg
340.0,Whole Milk,71.0 kcal,7.01 g,2.1 g,10.22 g,9.72 g,0.63 g,1.54 g,0.95 g,133.0 mg
341.0,Oat Milk,74.0 kcal,3.44 g,1.0 g,10.78 g,nan g,0.41 g,2.81 g,0.28 g,92.0 mg
342.0,Whole Milk,44.0 kcal,nan g,2.74 g,1.43 g,5.43 g,0.3 g,6.17 g,0.77 g,133.0 mg
,Soy Milk,70.0 kcal,3.34 g,1.16 g,8.77 g,7.84 g,0.61 g,5.87 g,0.02 g,134.0 mg
344.0,Coconut Milk,73.0 kcal,2.66 g,nan g,1.28 g,5.0 g,nan g,4.04 g,0.87 g,146.0 mg
345.0,,77.0 kcal,3.58 g,nan g,9.5 g,3.09 g,0.99 g,6.21 g,0.34 g,147.0 mg
346.0,Skim Milk,70.0 kcal,4.13 g,1.73 g,1.09 g,5.65 g,0.32 g,2.42 g,0.16 g,nan mg
347.0,Coconut Milk,77.0 kcal,nan g,0.63 g,5.11 g,9.94 g,nan g,7.11 g,0.09 g,134.0 mg
348.0,Skim Milk,42.0 kcal,4.42 g,0.96 g,10.91 g,8.99 g,0.63 g,2.23 g,0.69 g,140.0 mg
,,51.0 kcal,6.69 g,3.06 g,7.61 g,6.19 g,0.68 g,nan g,0.91 g,122.0 mg
350.0,2% Milk,59.0 kcal,2.72 g,3.25 g,8.59 g,5.11 g,0.53 g,3.8 g,0.35 g,116.0 mg
351.0,Soy Milk,74.0 kcal,6.0 g,0.4 g,4.06 g,7.13 g,0.67 g,1.67 g,0.71 g,102.0 mg
352.0,Soy Milk,74.0 kcal,5.68 g,nan g,4.99 g,8.13 g,0.03 g,2.66 g,0.71 g,94.0 mg
353.0,Oat Milk,68.0 kcal,0.71 g,3.81 g,2.21 g,5.39 g,0.64 g,7.7 g,0.01 g,123.0 mg
354.0,Skim Milk,61.0 kcal,2.07 g,1.51 g,3.96 g,nan g,0.59 g,2.2 g,0.9 g,86.0 mg
355.0,Almond Milk,nan kcal,6.77 g,4.03 g,5.78 g,5.43 g,0.4 g,4.03 g,0.64 g,116.0 mg
356.0,Almond Milk,51.0 kcal,4.75 g,nan g,7.55 g,4.99 g,0.73 g,nan g,0.84 g,122.0 mg
357.0,Coconut Milk,44.0 kcal,7.21 g,0.18 g,6.62 g,5.69 g,0.89 g,nan g,0.7 g,138.0 mg
358.0,,45.0 kcal,4.27 g,0.75 g,nan g,2.03 g,nan g,1.85 g,0.73 g,80.0 mg
359.0,Almond Milk,79.0 kcal,7.7 g,2.21 g,6.56 g,3.16 g,0.12 g,6.24 g,0.15 g,98.0 mg
360.0,Cashew Milk,76.0 kcal,5.28 g,3.8 g,nan g,3.69 g,0.78 g,3.15 g,0.13 g,80.0 mg
361.0,Oat Milk,75.0 kcal,3.63 g,nan g,10.81 g,nan g,0.63 g,4.86 g,nan g,120.0 mg
362.0,Whole Milk,52.0 kcal,3.75 g,3.95 g,6.39 g,7.6 g,nan g,4.79 g,0.64 g,122.0 mg
363.0,Whole Milk,77.0 kcal,3.24 g,1.38 g,2.76 g,3.07 g,nan g,5.46 g,0.8 g,89.0 mg
364.0,Soy Milk,63.0 kcal,6.18 g,3.98 g,4.59 g,0.97 g,0.38 g,3.73 g,0.01 g,nan mg
365.0,Coconut Milk,47.0 kcal,1.92 g,4.04 g,7.85 g,4.75 g,0.51 g,7.0 g,0.31 g,126.0 mg
366.0,Whole Milk,80.0 kcal,7.11 g,4.92 g,nan g,7.54 g,0.29 g,3.57 g,0.19 g,nan mg
367.0,Coconut Milk,41.0 kcal,6.34 g,4.68 g,9.37 g,5.42 g,0.03 g,1.82 g,0.23 g,142.0 mg
368.0,Almond Milk,nan kcal,3.41 g,4.66 g,7.09 g,6.59 g,0.04 g,4.8 g,0.67 g,80.0 mg
369.0,Coconut Milk,55.0 kcal,nan g,1.74 g,nan g,6.33 g,0.44 g,3.42 g,0.69 g,128.0 mg
370.0,Almond Milk,74.0 kcal,0.53 g,0.98 g,nan g,7.24 g,0.25 g,2.33 g,0.85 g,134.0 mg
371.0,2% Milk,44.0 kcal,3.04 g,3.28 g,3.85 g,3.89 g,0.34 g,7.22 g,0.36 g,93.0 mg
372.0,Skim Milk,53.0 kcal,3.07 g,3.63 g,2.53 g,4.09 g,0.9 g,1.17 g,0.61 g,105.0 mg
373.0,Almond Milk,77.0 kcal,5.96 g,2.22 g,7.48 g,0.82 g,0.24 g,1.3 g,0.93 g,108.0 mg
,Coconut Milk,66.0 kcal,5.85 g,3.65 g,5.98 g,4.83 g,0.96 g,2.99 g,nan g,90.0 mg
375.0,Almond Milk,73.0 kcal,7.16 g,3.11 g,nan g,8.67 g,0.72 g,7.8 g,nan g,105.0 mg
376.0,Oat Milk,nan kcal,2.84 g,0.69 g,3.28 g,2.4 g,0.83 g,2.58 g,0.48 g,110.0 mg
377.0,Oat Milk,nan kcal,5.01 g,3.4 g,7.31 g,0.79 g,0.72 g,2.86 g,0.24 g,nan mg
378.0,Cashew Milk,nan kcal,2.17 g,4.19 g,10.34 g,0.96 g,0.97 g,5.94 g,0.04 g,126.0 mg
,Skim Milk,63.0 kcal,1.72 g,3.98 g,nan g,nan g,0.38 g,5.39 g,0.7 g,99.0 mg
380.0,Cashew Milk,nan kcal,6.51 g,4.87 g,10.22 g,2.44 g,0.56 g,4.74 g,0.23 g,137.0 mg
381.0,Almond Milk,nan kcal,6.28 g,4.55 g,6.03 g,7.4 g,0.19 g,3.22 g,0.51 g,106.0 mg
382.0,Coconut Milk,63.0 kcal,7.23 g,4.42 g,1.98 g,4.25 g,0.27 g,3.39 g,0.51 g,140.0 mg
383.0,Skim Milk,65.0 kcal,4.4 g,2.68 g,8.57 g,8.71 g,0.81 g,6.12 g,0.96 g,117.0 mg
384.0,Soy Milk,70.0 kcal,1.1 g,2.9 g,4.38 g,0.85 g,0.35 g,nan g,0.47 g,96.0 mg
385.0,2% Milk,54.0 kcal,4.67 g,1.83 g,10.11 g,2.35 g,0.22 g,6.61 g,0.84 g,100.0 mg
386.0,Oat Milk,nan kcal,nan g,2.68 g,9.42 g,6.5 g,0.21 g,1.61 g,0.42 g,102.0 mg
387.0,Soy Milk,63.0 kcal,4.52 g,3.03 g,6.67 g,5.66 g,0.9 g,4.07 g,0.93 g,110.0 mg
388.0,Almond Milk,56.0 kcal,4.11 g,2.15 g,6.22 g,4.55 g,0.58 g,6.75 g,0.75 g,146.0 mg
389.0,Oat Milk,43.0 kcal,6.7 g,1.91 g,9.66 g,4.61 g,0.9 g,6.7 g,0.58 g,121.0 mg
390.0,Skim Milk,54.0 kcal,3.32 g,1.98 g,7.92 g,5.34 g,0.63 g,7.21 g,0.06 g,121.0 mg
391.0,,nan kcal,1.5 g,0.35 g,10.43 g,3.48 g,0.96 g,nan g,nan g,117.0 mg
392.0,Cashew Milk,53.0 kcal,1.37 g,0.17 g,nan g,6.0 g,nan g,6.93 g,0.55 g,106.0 mg
393.0,Coconut Milk,63.0 kcal,0.7 g,0.48 g,8.74 g,8.69 g,0.69 g,2.51 g,0.74 g,98.0 mg
394.0,Whole Milk,69.0 kcal,nan g,nan g,5.15 g,3.86 g,nan g,6.95 g,0.8 g,106.0 mg
,Coconut Milk,55.0 kcal,2.92 g,2.04 g,3.54 g,8.74 g,0.29 g,3.37 g,0.6 g,126.0 mg
396.0,Almond Milk,50.0 kcal,1.01 g,2.39 g,4.43 g,9.9 g,0.68 g,4.04 g,0.19 g,nan mg
397.0,Coconut Milk,53.0 kcal,7.34 g,nan g,3.17 g,3.69 g,0.25 g,2.25 g,0.83 g,107.0 mg
398.0,Coconut Milk,65.0 kcal,4.73 g,0.69 g,nan g,4.2 g,0.83 g,7.28 g,nan g,113.0 mg
399.0,Skim Milk,62.0 kcal,3.54 g,0.79 g,7.04 g,6.37 g,0.31 g,6.45 g,0.37 g,84.0 mg
400.0,Coconut Milk,76.0 kcal,2.77 g,3.73 g,5.84 g,2.82 g,0.05 g,nan g,0.7 g,90.0 mg
401.0,Soy Milk,53.0 kcal,1.68 g,1.67 g,3.22 g,1.45 g,0.51 g,2.34 g,0.95 g,100.0 mg
402.0,Soy Milk,43.0 kcal,6.33 g,3.42 g,1.83 g,9.29 g,0.64 g,5.33 g,0.89 g,139.0 mg
,Soy Milk,78.0 kcal,nan g,2.97 g,7.0 g,1.13 g,0.09 g,5.96 g,0.81 g,93.0 mg
,Coconut Milk,48.0 kcal,4.86 g,nan g,3.35 g,7.96 g,0.44 g,3.46 g,0.92 g,115.0 mg
405.0,Oat Milk,58.0 kcal,3.24 g,nan g,3.69 g,7.93 g,0.78 g,2.19 g,0.57 g,120.0 mg
406.0,,66.0 kcal,0.87 g,0.54 g,8.88 g,8.16 g,0.22 g,3.87 g,nan g,96.0 mg
407.0,Almond Milk,50.0 kcal,4.17 g,4.33 g,nan g,5.07 g,0.11 g,3.38 g,0.92 g,139.0 mg
408.0,2% Milk,76.0 kcal,2.59 g,0.61 g,9.69 g,5.67 g,0.72 g,2.88 g,nan g,136.0 mg
409.0,Coconut Milk,77.0 kcal,6.41 g,0.78 g,4.91 g,2.03 g,0.64 g,7.93 g,0.86 g,125.0 mg
,Coconut Milk,63.0 kcal,4.31 g,2.08 g,2.53 g,5.84 g,0.2 g,1.01 g,0.04 g,110.0 mg
411.0,Soy Milk,43.0 kcal,6.73 g,4.9 g,5.24 g,3.41 g,0.78 g,6.26 g,0.89 g,82.0 mg
,Almond Milk,nan kcal,4.56 g,nan g,2.82 g,7.49 g,0.99 g,2.39 g,0.93 g,105.0 mg
413.0,Cashew Milk,47.0 kcal,6.68 g,nan g,nan g,3.33 g,nan g,4.72 g,0.19 g,145.0 mg
414.0,2% Milk,nan kcal,1.57 g,4.62 g,7.23 g,8.08 g,0.4 g,3.08 g,0.1 g,92.0 mg
415.0,2% Milk,79.0 kcal,3.75 g,3.48 g,5.62 g,8.94 g,0.95 g,nan g,0.61 g,147.0 mg
,,52.0 kcal,1.61 g,0.44 g,11.65 g,1.18 g,0.98 g,2.58 g,0.21 g,103.0 mg
417.0,,nan kcal,1.34 g,1.89 g,nan g,9.97 g,0.72 g,6.14 g,0.27 g,109.0 mg
418.0,,78.0 kcal,5.01 g,1.39 g,3.9 g,nan g,0.97 g,2.58 g,0.27 g,106.0 mg
419.0,Whole Milk,59.0 kcal,4.24 g,0.69 g,2.66 g,6.46 g,0.08 g,1.23 g,0.91 g,116.0 mg
,Skim Milk,56.0 kcal,5.65 g,3.93 g,4.16 g,5.5 g,0.68 g,6.64 g,0.74 g,147.0 mg
421.0,Coconut Milk,79.0 kcal,nan g,1.51 g,4.18 g,3.55 g,nan g,3.26 g,0.07 g,141.0 mg
422.0,,70.0 kcal,2.95 g,0.36 g,4.02 g,4.85 g,0.71 g,4.18 g,0.13 g,89.0 mg
423.0,Oat Milk,79.0 kcal,4.43 g,1.6 g,10.35 g,6.77 g,nan g,7.82 g,0.48 g,106.0 mg
424.0,Whole Milk,50.0 kcal,0.54 g,2.29 g,6.72 g,5.57 g,0.33 g,5.46 g,nan g,102.0 mg
