Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
338,Almond Milk,57,7.7,4.3,5.28,7.85,0.72,7.31,0.69,108
339,Coconut Milk,63,3.19,3.61,9.09,6.2,0.28,4.99,0.97,93
340,Cashew Milk,48,2.79,4.32,10.59,6.11,0.15,6.61,0.32,114
341,Oat Milk,56,4.99,3.29,3.16,6.35,0.46,6.86,0.75,128
342,Almond Milk,69,6.39,4.04,11.6,3.41,0.06,4.47,0.96,84
343,2% Milk,44,6.53,4.33,8.15,8.45,0.32,1.68,0.61,102
344,Whole Milk,78,3.31,3.27,6.96,6.23,0.35,3.83,0.93,134
345,Whole Milk,58,2.79,0.23,10.16,5.87,0.77,7.44,0.81,80
346,Cashew Milk,56,5.85,2.98,1.01,5.17,0.48,2.58,0.53,149
347,Skim Milk,40,1.27,0.76,5.93,5.06,0.34,5.02,0.24,112
348,Soy Milk,65,7.26,4.82,4.12,3.45,0.2,7.45,0.04,121
349,Skim Milk,40,3.71,3.56,5.28,9.7,0.15,5.39,0.63,81
350,Coconut Milk,70,0.73,1.63,1.84,9.22,0.96,4.78,0.65,127
351,2% Milk,75,2.27,0.83,10.27,4.89,0.22,6.05,0.98,95
352,Soy Milk,52,6.19,2.72,11.87,3.48,0.94,7.44,0.02,95
353,Coconut Milk,44,7.13,4.57,4.81,4.26,0.41,1.48,0.49,142
354,Whole Milk,55,2.99,3.26,6.95,6.09,0.38,3.69,0.48,145
355,Oat Milk,41,5.07,3.07,5.43,4.08,0.3,4.85,0.01,143
356,Soy Milk,57,7.14,1.64,9.78,1.71,0.72,2.42,0.58,96
357,Cashew Milk,42,5.83,1.24,5.33,9.13,0.05,5.96,0.73,140
358,Oat Milk,65,0.67,0.37,5.39,1.52,0.28,5.89,0.63,104
359,Almond Milk,49,5.3,0.69,11.46,6.56,0.88,1.68,0.63,98
360,Skim Milk,54,4.16,1.1,6.88,8.37,0.74,7.57,0.59,116
361,Oat Milk,61,3.16,3.14,8.29,4.6,0.2,5.01,0.64,145
362,Soy Milk,53,5.69,1.59,5.16,7.1,0.63,6.6,1.0,88
363,Skim Milk,64,4.52,3.74,8.63,9.19,0.19,1.06,0.7,118
364,Oat Milk,43,3.85,4.48,6.33,5.38,0.31,2.95,0.91,146
365,2% Milk,47,2.47,0.63,6.74,8.99,0.8,5.18,0.55,106
366,Whole Milk,71,7.73,3.27,2.57,3.47,0.57,4.8,0.54,117
367,Almond Milk,77,3.66,4.7,7.08,4.82,0.36,4.48,0.24,90
368,Almond Milk,42,4.92,3.43,1.91,8.71,0.35,7.73,0.83,147
369,2% Milk,60,2.16,2.48,7.33,7.61,0.11,7.83,0.98,104
370,2% Milk,62,0.98,3.59,4.29,4.48,0.89,7.56,0.46,122
371,Coconut Milk,64,0.5,1.18,1.64,1.68,0.16,2.85,0.36,97
372,Whole Milk,66,6.88,1.68,11.33,7.37,0.12,2.62,0.24,104
373,Whole Milk,60,1.74,2.94,6.17,5.91,0.31,6.55,0.04,108
374,Skim Milk,57,1.18,3.95,4.56,2.72,1.0,1.85,0.79,138
375,Coconut Milk,45,5.44,3.08,10.76,4.5,0.04,2.41,1.0,80
376,Almond Milk,50,0.98,0.56,3.29,6.14,0.55,2.84,0.36,142
377,Almond Milk,55,3.41,3.57,5.03,4.15,0.17,1.09,0.38,123
378,Skim Milk,53,7.91,4.58,10.65,8.24,0.37,2.19,0.61,150
379,Cashew Milk,48,4.24,0.68,1.71,9.06,0.06,1.52,0.9,93
380,Cashew Milk,72,4.46,3.24,4.89,9.93,0.17,4.98,0.94,142
381,Almond Milk,74,2.53,4.74,8.31,6.42,0.26,2.74,0.39,140
382,2% Milk,62,6.2,0.13,7.32,3.61,0.46,2.83,0.89,140
383,Skim Milk,40,2.23,1.09,6.98,1.45,0.91,3.51,0.98,109
384,Whole Milk,45,2.46,2.24,4.07,3.16,0.73,1.86,0.37,145
385,2% Milk,49,5.28,2.3,9.16,8.58,0.68,6.52,0.74,90
386,Almond Milk,72,2.01,2.65,11.41,8.12,0.07,6.43,0.2,125
387,Whole Milk,74,3.31,2.47,10.93,5.62,0.82,4.53,0.22,96
388,Cashew Milk,42,6.75,3.98,2.38,3.94,0.71,4.09,0.87,125
389,Whole Milk,53,2.05,4.13,4.17,1.32,0.24,7.86,0.97,100
390,Coconut Milk,74,6.78,3.38,1.14,9.94,0.34,5.75,0.74,119
391,Soy Milk,47,4.2,2.33,2.11,7.94,0.43,3.82,0.24,124
392,Whole Milk,48,6.75,3.73,7.06,0.83,0.59,4.81,0.22,96
393,Cashew Milk,77,3.15,2.25,3.96,5.71,0.5,3.97,0.72,145
394,Coconut Milk,68,3.1,2.11,10.56,3.23,0.47,1.47,0.71,135
395,Cashew Milk,55,0.94,4.84,8.02,8.69,0.3,2.58,0.7,84
396,Almond Milk,44,3.48,1.94,5.73,6.98,0.24,4.01,0.5,139
397,Coconut Milk,48,6.06,2.63,9.69,8.24,0.3,5.22,0.78,91
398,Soy Milk,76,7.21,1.83,11.05,3.87,0.04,4.04,0.94,81
399,Almond Milk,60,3.32,3.12,2.58,0.73,0.97,4.92,0.66,134
400,Oat Milk,70,5.75,2.59,8.29,6.55,0.77,5.4,0.24,97
401,Skim Milk,56,4.27,1.17,5.34,5.03,0.73,7.34,0.37,130
402,Soy Milk,56,7.19,2.01,11.67,2.3,0.62,5.05,0.59,120
403,Whole Milk,78,6.06,2.06,4.84,4.59,0.53,1.94,0.17,130
404,Whole Milk,64,3.14,3.22,7.14,8.67,0.02,5.26,0.58,137
405,Soy Milk,74,7.87,4.15,5.72,3.54,0.72,6.11,0.49,150
406,2% Milk,75,5.9,2.26,4.93,9.04,0.09,3.91,0.28,135
407,Cashew Milk,49,6.62,3.92,5.72,3.07,0.67,7.06,0.39,84
408,Oat Milk,48,3.88,0.21,4.87,3.94,0.2,6.91,0.22,132
409,2% Milk,75,0.74,4.34,4.09,8.2,0.72,5.7,0.76,149
410,Almond Milk,76,2.22,3.15,8.1,9.98,0.45,5.98,0.1,131
411,2% Milk,51,5.48,1.17,4.77,0.86,0.29,2.39,0.76,129
412,Oat Milk,47,1.11,1.61,2.36,6.64,0.96,5.93,0.44,138
413,Cashew Milk,61,3.53,1.24,11.5,5.04,0.15,1.35,0.19,81
414,Almond Milk,69,2.05,4.33,6.73,1.64,0.73,5.51,0.12,84
415,Coconut Milk,49,6.72,2.41,6.86,1.5,0.7,1.78,0.62,108
416,Skim Milk,79,1.47,3.54,2.28,9.26,0.61,3.11,0.46,127
417,2% Milk,51,2.36,4.7,3.73,2.84,0.78,6.74,0.77,100
418,Whole Milk,42,4.57,3.06,1.62,6.17,0.52,6.48,0.22,80
419,Almond Milk,54,7.78,3.36,1.86,8.98,0.42,2.88,0.85,143
420,Cashew Milk,41,1.89,4.17,7.25,6.79,0.7,7.89,0.96,91
421,Skim Milk,69,3.02,2.86,11.11,6.33,0.22,4.78,0.42,99
422,Whole Milk,66,7.19,0.42,3.85,7.21,0.08,5.89,0.19,146
423,2% Milk,78,2.83,0.87,5.93,4.29,0.2,5.86,0.93,103
424,Soy Milk,75,7.84,1.53,3.65,8.92,0.06,1.25,0.11,93
425,2% Milk,52,5.18,0.74,8.4,2.88,0.2,4.54,0.33,111
426,Almond Milk,45,1.61,3.77,4.28,9.73,0.02,4.04,0.63,106
427,Almond Milk,54,4.26,2.29,6.42,9.21,0.98,6.72,0.36,146
428,Coconut Milk,71,5.7,3.04,6.78,4.38,0.99,3.98,0.71,134
429,2% Milk,61,7.93,3.01,1.88,7.81,0.57,1.28,0.81,83
430,Whole Milk,43,1.37,2.92,7.15,3.94,0.66,6.07,0.58,87
431,Soy Milk,43,0.91,4.89,5.06,0.53,0.38,3.47,0.88,111
432,Cashew Milk,51,3.08,2.26,3.45,1.29,0.77,3.11,0.54,141
433,Coconut Milk,60,5.82,1.48,8.75,7.52,0.88,2.71,0.85,135
434,Soy Milk,76,6.3,1.34,5.05,8.01,0.67,2.16,0.19,83
435,Cashew Milk,76,1.07,0.95,2.01,8.0,0.02,5.03,0.4,108
436,Oat Milk,70,6.26,0.37,2.28,1.69,0.18,6.63,0.58,136
437,Cashew Milk,56,1.64,2.9,4.66,9.18,0.96,6.48,0.61,150
438,Soy Milk,59,7.35,1.04,8.4,2.89,0.77,1.52,0.8,81
439,Almond Milk,65,7.49,2.68,3.38,7.2,0.08,6.83,0.45,97
440,2% Milk,60,5.88,1.77,6.36,2.36,0.83,7.92,0.07,111
441,Coconut Milk,69,5.0,1.24,3.73,5.58,0.13,8.0,0.66,100
442,Almond Milk,41,6.92,2.04,8.1,7.58,0.23,5.36,0.57,124
443,Oat Milk,71,1.59,1.18,3.28,9.59,0.62,7.89,0.65,131
444,Soy Milk,47,6.47,2.75,1.34,6.44,0.6,1.57,0.58,82
445,Coconut Milk,51,1.73,3.28,5.07,0.96,0.32,4.59,0.79,114
446,Soy Milk,54,2.06,4.76,10.72,3.76,0.77,6.6,0.48,102
447,Whole Milk,69,7.29,3.15,2.24,1.77,0.7,3.76,0.21,109
448,Whole Milk,40,5.3,2.52,5.63,6.81,0.57,5.15,0.42,113
449,Skim Milk,54,6.41,0.29,7.83,1.73,0.41,2.1,0.41,95
450,Whole Milk,76,5.11,3.51,2.32,2.19,0.4,1.18,0.7,135
451,Skim Milk,48,3.0,3.17,7.78,6.78,0.76,2.99,0.08,132
452,Skim Milk,47,1.54,4.43,8.95,3.57,0.52,5.55,0.92,134
453,Cashew Milk,77,4.69,1.85,4.02,1.42,0.21,1.63,0.39,95
454,Skim Milk,62,6.07,3.01,2.24,2.18,0.9,4.89,0.33,130
455,2% Milk,67,6.99,3.28,5.71,3.64,0.3,1.69,0.85,89
456,Almond Milk,62,2.01,1.73,8.22,7.78,0.81,7.9,0.22,125
457,Whole Milk,75,2.28,3.25,8.57,0.98,0.58,4.86,0.5,98
458,Coconut Milk,43,1.87,4.52,6.93,3.74,0.94,2.04,0.14,150
459,Oat Milk,43,6.48,1.93,8.18,9.42,0.06,1.78,0.76,112
460,Soy Milk,58,0.66,3.52,8.82,1.73,0.68,2.57,0.06,104
461,Oat Milk,63,4.05,1.84,5.41,2.52,0.85,5.89,0.69,97
462,2% Milk,73,7.95,2.3,6.22,4.81,0.95,1.76,0.54,135
463,Soy Milk,69,4.88,1.33,10.87,9.27,0.74,4.9,0.58,103
464,2% Milk,69,5.46,1.89,8.23,0.58,0.89,1.88,0.06,123
465,Almond Milk,74,5.91,0.48,8.87,1.55,0.69,7.63,0.31,87
466,Cashew Milk,46,8.0,0.32,8.91,9.68,0.72,3.74,0.61,136
467,Cashew Milk,56,4.44,3.9,2.14,5.06,0.35,1.05,0.47,127
468,Almond Milk,41,0.55,0.17,4.68,2.77,0.88,4.54,0.4,136
469,Soy Milk,61,2.15,4.54,2.51,4.71,0.76,1.92,0.77,106
470,Soy Milk,46,3.55,3.54,8.66,8.64,0.74,5.09,0.9,150
471,Skim Milk,49,6.6,1.97,5.4,7.41,0.6,5.96,0.15,89
472,Skim Milk,43,1.16,1.67,5.6,2.68,0.37,5.66,0.38,116
473,Whole Milk,80,5.94,3.85,9.71,4.81,0.64,6.63,0.89,110
474,Coconut Milk,60,4.29,1.45,11.53,5.53,0.2,2.72,0.09,128
475,Cashew Milk,48,7.78,4.51,7.23,8.1,0.02,6.1,0.33,138
476,Oat Milk,43,6.5,2.83,8.07,6.84,0.13,4.97,0.48,86
477,Oat Milk,74,4.89,3.47,8.9,9.91,0.37,6.49,0.05,85
478,Oat Milk,42,1.95,3.21,3.02,5.19,0.9,5.07,0.57,84
479,Cashew Milk,72,6.47,2.13,5.5,5.67,0.61,7.11,0.06,102
480,2% Milk,42,7.73,4.76,4.45,6.35,0.84,4.89,0.85,90
481,Oat Milk,78,2.48,2.1,2.26,5.94,0.75,4.07,0.13,100
482,Skim Milk,78,5.06,3.74,1.59,6.87,0.42,4.71,0.73,105
483,Almond Milk,47,2.99,4.4,3.48,3.99,0.02,4.0,0.34,85
484,Almond Milk,79,7.6,2.13,6.88,1.92,0.96,3.68,0.82,128
485,Skim Milk,56,3.27,1.54,3.0,1.85,0.12,3.87,0.32,135
486,Soy Milk,60,0.78,3.54,6.95,3.02,0.2,6.42,0.35,117
487,Whole Milk,50,3.49,2.98,9.14,5.0,0.22,6.57,0.46,132
488,Skim Milk,75,0.74,0.73,1.44,3.25,0.87,3.51,0.93,91
489,Almond Milk,63,4.23,0.55,6.4,5.85,0.37,6.91,0.51,82
490,Soy Milk,56,5.31,0.26,2.82,1.72,0.44,7.98,0.76,130
491,Soy Milk,43,2.47,2.78,11.85,4.85,0.44,1.56,0.58,86
492,Oat Milk,70,2.45,2.16,4.45,4.29,0.91,7.79,0.63,129
493,Whole Milk,47,3.41,3.7,1.74,7.7,0.48,6.7,0.97,130
494,Soy Milk,72,7.44,3.23,4.87,3.24,0.94,3.52,0.69,141
495,Oat Milk,73,1.87,3.74,3.88,4.25,0.78,3.52,0.62,102
496,Skim Milk,80,0.7,2.58,3.5,6.32,0.87,5.14,0.12,87
497,Cashew Milk,69,4.63,4.78,6.87,4.44,0.5,5.77,0.63,118
498,Soy Milk,46,6.6,1.29,1.11,3.51,0.19,1.43,0.61,90
499,Oat Milk,71,5.26,3.27,6.99,8.61,0.51,7.91,0.61,138
500,Whole Milk,40,7.02,0.1,6.67,3.83,0.83,3.47,0.84,119
501,Soy Milk,63,0.53,0.65,3.1,2.8,0.67,1.57,0.23,142
502,Whole Milk,70,7.03,3.3,6.13,1.28,0.12,1.68,0.14,125
503,Oat Milk,67,3.06,2.76,1.59,5.95,0.67,6.07,0.19,88
504,Oat Milk,60,5.87,4.62,8.47,9.83,0.78,2.19,0.21,140
505,Coconut Milk,51,5.54,0.68,8.74,6.74,0.28,1.46,0.28,85
506,2% Milk,73,6.0,0.21,5.4,2.03,0.29,5.98,0.39,119
507,2% Milk,75,7.42,4.79,9.32,2.97,0.52,4.29,0.31,102
508,Cashew Milk,56,5.13,0.67,8.16,2.86,0.93,7.23,0.74,121
509,Skim Milk,44,6.54,2.18,3.75,7.89,0.01,4.16,0.79,93
510,Soy Milk,57,4.56,1.76,7.01,4.76,0.32,1.06,0.97,135
511,Cashew Milk,61,6.91,0.2,2.94,6.5,0.35,3.67,0.33,128
512,Skim Milk,42,5.78,1.05,7.28,3.04,0.6,4.22,0.02,83
513,Soy Milk,41,1.5,3.43,2.83,2.16,0.19,2.37,0.65,125
514,Cashew Milk,75,6.49,2.82,8.33,0.69,0.18,6.4,0.18,104
515,2% Milk,40,3.97,0.61,8.58,4.51,0.27,2.55,0.66,96
516,Soy Milk,69,1.82,1.27,8.67,6.62,0.04,3.21,0.98,138
517,Whole Milk,80,2.71,0.4,1.4,4.94,0.36,7.22,0.97,123
518,Cashew Milk,64,0.69,2.81,5.48,8.64,0.37,5.21,0.32,120
519,Cashew Milk,50,2.19,3.58,10.71,9.06,0.99,5.54,0.83,137
520,Coconut Milk,70,1.83,0.79,2.06,5.85,0.78,7.13,0.24,80
521,Whole Milk,70,3.73,1.17,10.73,5.16,0.54,2.88,0.68,108
522,Skim Milk,64,2.34,3.46,5.41,4.37,0.97,3.58,0.33,83
523,Oat Milk,63,2.29,2.23,3.96,6.57,0.22,2.86,0.67,122
524,Skim Milk,59,3.71,4.99,2.74,9.77,0.75,1.58,0.9,111
525,2% Milk,55,5.86,4.43,4.23,3.34,0.41,5.12,0.6,102
526,Skim Milk,63,4.82,0.32,6.99,4.79,0.85,5.46,0.26,88
527,2% Milk,63,7.1,4.99,6.81,8.69,0.87,1.77,0.51,131
528,Coconut Milk,67,4.95,2.22,8.8,5.66,0.01,2.97,0.8,142
529,Oat Milk,55,6.83,2.57,7.45,9.6,0.6,5.68,0.9,111
530,Oat Milk,76,3.11,3.51,6.45,6.87,0.72,6.37,0.44,117
531,Whole Milk,45,6.68,0.16,11.49,6.98,0.44,6.61,0.33,145
532,2% Milk,75,5.17,4.38,2.21,5.76,0.02,4.87,0.67,101
533,Oat Milk,52,0.96,4.68,9.93,7.68,0.13,6.23,0.15,114
534,Skim Milk,44,5.76,4.31,5.25,8.44,0.08,1.27,0.25,129
535,Oat Milk,78,5.39,1.35,6.38,4.12,0.42,2.9,0.32,121
536,Almond Milk,50,3.16,0.28,7.41,4.49,0.44,4.09,0.71,145
537,Almond Milk,76,6.1,4.57,1.76,7.56,0.29,3.47,0.26,141
538,Coconut Milk,57,6.19,0.76,7.38,6.43,0.94,4.56,0.24,97
539,Skim Milk,48,6.88,0.26,3.33,2.16,0.2,6.22,0.58,88
540,Whole Milk,75,3.31,3.56,10.98,1.68,0.64,6.32,0.15,129
541,2% Milk,69,4.34,2.96,5.64,9.97,0.08,7.48,0.48,81
542,Soy Milk,68,0.71,4.99,2.55,6.29,0.13,1.59,0.59,139
543,Oat Milk,45,6.44,3.96,1.44,1.29,0.59,1.09,0.26,105
544,Skim Milk,63,5.28,1.29,11.08,4.87,0.8,6.53,0.28,150
545,2% Milk,52,1.0,0.1,11.79,5.74,0.62,3.93,0.52,114
546,Oat Milk,68,7.01,2.55,4.23,8.01,0.41,4.9,0.51,149
547,Soy Milk,64,6.72,2.22,7.86,9.88,0.33,7.71,0.05,128
548,Soy Milk,64,1.61,3.26,4.9,5.51,0.32,5.28,0.31,89
549,Skim Milk,42,1.36,4.17,10.24,2.62,0.85,7.18,0.56,87
550,Coconut Milk,45,4.48,1.36,2.82,7.89,0.15,3.44,0.89,85
551,Coconut Milk,63,3.78,0.25,2.85,5.17,0.94,1.15,0.5,103
552,Whole Milk,57,6.64,4.88,11.73,9.09,1.0,3.59,0.6,132
553,Oat Milk,65,2.73,2.64,7.4,2.09,0.81,2.21,0.87,136
554,Cashew Milk,63,6.29,1.67,10.58,7.56,0.19,6.78,0.23,148
555,Almond Milk,63,7.51,2.43,11.47,5.64,0.43,7.89,0.98,99
556,Soy Milk,78,2.72,1.09,4.27,0.65,0.49,3.17,0.98,130
557,Whole Milk,41,5.86,0.76,2.22,6.88,0.06,2.36,0.42,130
558,Whole Milk,40,6.59,2.25,2.39,3.57,0.31,5.22,0.54,96
559,Oat Milk,40,5.97,3.61,6.93,3.82,0.28,1.85,0.01,83
560,Skim Milk,70,4.45,3.56,1.01,7.36,0.19,1.6,0.34,107
561,Cashew Milk,56,1.88,1.77,5.07,5.17,0.09,6.19,0.97,143
562,Soy Milk,43,1.7,4.42,2.72,8.3,0.68,6.05,0.18,117
563,Almond Milk,53,2.63,1.56,2.01,1.41,0.69,6.73,0.78,141
564,Soy Milk,63,0.88,1.62,5.78,7.95,0.28,3.96,0.71,149
565,Oat Milk,75,1.92,0.84,9.89,9.94,0.04,4.1,0.41,112
566,Coconut Milk,54,4.13,0.89,2.53,8.05,0.68,2.93,0.32,85
567,Skim Milk,56,4.46,0.79,1.25,6.22,0.18,2.96,0.95,81
568,2% Milk,65,4.17,4.58,10.95,0.8,0.97,7.42,0.63,118
569,Oat Milk,75,3.71,1.35,5.15,4.33,0.79,3.86,0.56,125
570,Coconut Milk,50,0.99,2.36,10.9,3.99,0.54,4.73,0.8,115
571,2% Milk,65,3.29,1.34,1.42,9.37,0.8,5.27,0.95,111
572,Oat Milk,48,4.82,1.77,2.25,2.89,0.18,3.76,0.48,122
573,Coconut Milk,71,0.73,2.45,5.26,6.38,0.1,7.9,0.68,127
574,Whole Milk,43,4.61,1.47,5.28,0.76,0.49,1.81,0.34,103
575,Whole Milk,73,7.65,1.99,2.61,5.78,0.17,4.8,0.32,94
576,Skim Milk,80,2.22,3.94,3.01,4.17,0.03,7.81,0.29,92
577,Coconut Milk,57,0.7,3.82,4.92,9.28,0.93,1.47,0.21,110
578,Soy Milk,51,1.56,3.14,6.29,4.26,0.19,2.57,0.77,108
579,Skim Milk,44,4.13,1.72,6.83,5.23,0.76,6.53,0.33,95
580,Oat Milk,74,0.82,4.39,5.6,2.95,0.9,3.64,0.07,93
581,Coconut Milk,71,3.71,4.98,4.94,7.77,0.29,1.94,0.71,140
582,Skim Milk,48,5.59,1.47,10.08,1.5,0.69,1.02,0.93,104
583,Soy Milk,68,5.55,0.12,5.57,5.41,0.76,4.24,0.14,106
584,Almond Milk,65,3.95,1.3,4.25,2.22,0.14,3.44,0.94,131
585,Almond Milk,53,5.6,0.43,5.58,5.05,0.37,3.63,0.12,105
586,Skim Milk,79,3.34,2.75,10.21,1.02,0.53,3.79,0.74,128
587,Whole Milk,44,5.72,3.41,7.86,3.74,0.94,4.15,0.51,148
588,Cashew Milk,80,2.41,3.54,8.85,5.11,0.56,5.94,0.85,130
589,Almond Milk,51,5.56,2.99,9.39,5.51,0.01,7.92,0.53,83
590,Cashew Milk,48,3.75,2.83,9.49,5.54,0.43,7.29,0.21,144
591,Soy Milk,51,7.78,4.05,8.42,2.83,0.9,6.46,0.05,150
592,Skim Milk,61,4.73,3.36,9.01,2.99,0.08,7.41,0.96,128
593,Whole Milk,65,6.69,4.11,6.29,6.29,0.27,4.96,0.18,95
594,Skim Milk,59,0.88,2.85,11.05,1.66,0.91,6.62,0.91,117
595,Whole Milk,47,2.94,3.45,9.53,7.82,0.88,6.2,0.58,90
596,Skim Milk,47,0.79,5.0,1.52,6.6,0.36,2.35,0.9,116
597,2% Milk,47,1.3,2.97,4.95,0.53,0.66,7.71,0.12,128
598,Cashew Milk,74,6.08,2.04,3.27,8.52,0.94,7.6,0.98,99
599,Coconut Milk,71,1.6,2.15,4.4,9.15,0.86,1.22,0.06,122
600,Skim Milk,66,2.88,0.41,6.58,6.05,0.16,7.75,0.59,101
601,Oat Milk,51,3.6,1.54,9.3,1.37,0.33,3.69,0.87,128
602,Skim Milk,78,2.27,4.37,10.23,1.41,0.47,5.96,0.45,129
603,Almond Milk,72,6.08,3.52,1.88,8.3,0.12,3.83,0.24,93
604,2% Milk,64,6.82,2.21,9.95,9.98,0.17,4.6,0.47,90
605,Soy Milk,70,2.87,3.22,1.83,5.92,0.42,6.47,0.58,86
606,Oat Milk,72,7.98,4.93,6.59,9.38,0.3,2.47,0.35,114
607,Whole Milk,48,1.01,3.89,6.49,2.54,0.48,1.87,0.78,89
608,Soy Milk,51,7.83,3.36,7.17,4.27,0.12,1.42,0.75,86
609,Coconut Milk,61,2.9,4.18,1.94,6.95,0.84,2.0,0.3,117
610,2% Milk,59,2.22,4.69,8.28,0.79,0.87,6.8,0.61,148
611,2% Milk,66,4.6,2.57,4.48,4.85,0.76,3.21,0.05,129
612,Cashew Milk,58,5.68,0.74,6.81,6.19,0.03,4.5,0.53,102
613,Skim Milk,61,4.16,0.68,1.51,4.31,0.02,3.52,0.87,147
614,Skim Milk,76,7.25,3.4,8.8,2.21,0.59,4.55,0.42,80
615,Oat Milk,72,3.59,3.11,8.68,6.82,0.52,4.4,0.55,112
616,Skim Milk,58,5.83,2.28,6.3,4.16,0.92,6.16,0.4,100
617,Oat Milk,48,7.61,1.41,7.71,7.35,0.12,2.31,0.78,99
618,Coconut Milk,41,1.96,0.38,10.08,4.95,0.07,7.37,0.65,134
619,Almond Milk,41,3.33,1.68,11.08,0.69,0.34,4.74,0.04,92
620,Cashew Milk,80,3.48,4.93,7.45,8.15,0.74,7.46,0.47,145
621,Oat Milk,45,4.08,2.28,10.18,4.94,0.67,3.7,0.66,102
622,Skim Milk,42,3.69,0.18,7.74,0.85,0.51,1.36,0.51,99
623,Oat Milk,44,5.83,2.68,1.28,8.69,0.85,2.52,0.88,120
624,Cashew Milk,57,5.94,4.16,7.24,8.64,0.58,7.86,0.72,137
625,Oat Milk,43,4.32,4.22,4.8,1.03,0.12,3.35,0.55,83
626,2% Milk,59,5.95,4.31,10.22,7.23,0.54,1.84,0.99,85
627,Soy Milk,46,5.91,4.4,9.26,4.36,0.66,2.39,0.41,135
628,Skim Milk,76,6.84,4.44,11.79,5.64,0.76,3.34,0.7,116
629,Coconut Milk,48,2.47,2.5,1.34,6.16,0.79,2.36,0.9,95
630,Soy Milk,52,7.39,1.36,5.54,5.16,0.29,5.21,0.45,90
631,Skim Milk,52,6.39,2.56,8.46,4.97,0.26,3.44,0.61,96
632,Almond Milk,55,1.93,2.65,3.24,1.92,0.31,7.29,0.17,136
633,Soy Milk,55,6.06,2.6,8.61,8.34,0.48,4.81,0.31,138
634,Oat Milk,47,7.49,4.3,7.25,4.96,0.69,6.34,0.04,132
635,Oat Milk,59,4.15,2.18,6.52,7.58,0.75,7.06,0.56,84
636,Skim Milk,52,2.07,3.55,2.01,1.38,0.89,5.41,0.06,140
637,Coconut Milk,49,4.79,1.14,5.81,4.75,0.25,1.19,0.51,120
638,Almond Milk,80,2.06,0.33,11.13,8.08,0.93,2.12,0.94,149
639,Almond Milk,62,0.82,4.12,9.84,9.4,0.11,4.27,0.25,113
640,Soy Milk,40,7.39,4.11,7.4,8.59,0.94,4.53,0.2,117
641,Skim Milk,51,0.52,2.8,7.35,4.87,0.78,1.96,0.96,91
642,2% Milk,78,1.02,1.59,4.86,6.71,0.46,6.38,0.16,112
643,2% Milk,40,0.78,1.83,8.5,1.05,0.08,5.29,0.74,127
644,Soy Milk,57,7.21,3.26,5.96,3.88,0.04,4.25,0.3,135
645,Coconut Milk,65,6.76,4.39,5.77,1.36,0.27,4.05,0.71,126
646,2% Milk,51,4.12,3.33,7.2,6.61,0.07,5.96,0.3,91
647,Whole Milk,62,7.02,4.09,5.83,9.7,0.62,5.72,0.47,99
648,Oat Milk,79,1.85,2.23,8.23,9.24,0.23,3.55,0.29,85
649,Skim Milk,65,4.68,4.64,2.45,3.76,0.1,4.19,0.2,83
650,Coconut Milk,57,6.59,0.78,7.38,1.06,0.04,4.21,0.7,119
651,Oat Milk,40,7.13,3.76,7.65,3.01,0.78,5.82,0.53,113
652,Coconut Milk,71,4.08,3.85,1.32,5.72,0.51,1.58,0.12,92
653,2% Milk,47,2.86,0.35,7.71,0.69,0.65,5.5,0.94,127
654,2% Milk,48,3.48,1.52,3.22,8.69,0.45,6.11,0.18,101
655,Whole Milk,48,1.65,4.86,7.72,2.11,0.08,4.14,0.83,146
656,Oat Milk,57,5.16,3.97,5.01,6.45,0.83,5.64,0.99,132
657,Skim Milk,41,6.9,3.29,10.42,7.45,0.84,1.68,0.37,124
658,Almond Milk,75,5.43,2.56,10.91,3.21,0.24,6.3,0.46,125
659,Oat Milk,47,1.82,4.1,8.26,2.26,0.67,5.18,0.22,84
660,Almond Milk,47,6.33,4.24,11.68,2.77,0.78,5.08,0.54,123
661,2% Milk,64,1.08,2.67,3.34,2.83,0.03,1.72,0.43,100
662,Cashew Milk,57,7.2,3.63,9.52,7.88,0.64,7.67,0.53,116
663,Cashew Milk,58,6.62,0.82,11.11,6.54,0.18,5.06,0.95,104
664,2% Milk,43,3.9,0.22,11.32,1.71,0.06,6.98,0.69,132
665,Oat Milk,55,1.09,0.63,11.84,9.12,0.26,6.24,0.73,137
666,Almond Milk,40,6.93,2.99,2.62,7.36,0.41,4.72,0.47,120
667,Almond Milk,67,5.58,2.85,4.97,9.31,0.76,7.4,0.01,145
668,Almond Milk,63,3.97,3.65,5.17,6.78,0.9,6.85,0.18,126
669,Skim Milk,58,4.51,2.06,1.38,3.03,0.89,1.15,0.54,121
670,Cashew Milk,73,3.57,2.6,11.89,5.08,0.72,4.58,0.17,141
671,Almond Milk,65,2.53,0.42,8.48,1.0,0.05,7.86,0.64,147
672,Almond Milk,46,6.16,0.75,4.83,9.08,0.69,1.36,0.48,96
673,Whole Milk,49,5.96,2.87,2.34,2.81,0.13,1.87,0.08,83
674,Whole Milk,64,0.9,4.9,8.85,4.5,0.26,3.49,0.53,137
675,Almond Milk,80,1.13,2.03,8.22,5.48,0.08,5.21,0.11,109
