Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
337,Soy Milk,60,1.64,1.4,3.29,3.71,0.88,6.55,0.56,103
338,Cashew Milk,49,7.72,3.64,11.37,1.7,0.76,4.46,0.5,89
339,Whole Milk,49,4.81,4.05,10.84,2.48,0.67,4.16,0.42,142
340,2% Milk,43,0.66,4.0,9.84,8.5,0.94,1.34,0.3,100
341,Cashew Milk,71,6.85,0.11,2.55,1.07,0.7,1.79,0.95,95
342,Whole Milk,75,3.6,4.1,7.29,1.16,0.28,2.55,0.54,122
343,Almond Milk,48,2.68,1.94,10.72,9.32,0.65,5.54,0.46,140
344,Soy Milk,72,2.6,3.9,5.54,2.55,0.97,5.63,0.3,129
345,Cashew Milk,77,6.26,2.42,9.45,3.39,0.91,6.77,0.86,126
346,Whole Milk,42,6.97,1.47,7.51,7.09,0.02,4.48,0.88,108
347,Whole Milk,71,3.54,3.31,5.18,4.49,0.96,2.15,0.15,139
348,Coconut Milk,51,1.61,4.26,6.39,9.67,0.32,1.76,0.76,131
349,Oat Milk,73,2.59,0.87,5.92,4.1,0.2,7.95,0.03,94
350,Oat Milk,79,2.34,1.04,1.03,8.08,0.65,3.83,0.33,122
351,2% Milk,69,1.99,4.01,2.71,1.64,0.94,1.95,0.11,123
352,Cashew Milk,41,2.26,1.64,6.89,6.07,0.25,5.09,0.61,98
353,2% Milk,58,5.16,3.58,2.72,5.11,0.02,5.65,0.1,109
354,2% Milk,74,3.03,3.93,5.05,4.29,0.88,2.06,0.24,82
355,Cashew Milk,55,5.92,0.9,4.4,1.33,0.3,3.57,0.03,139
356,2% Milk,71,7.98,4.87,2.85,2.53,0.09,4.76,0.86,134
357,Almond Milk,68,1.52,4.56,5.63,7.83,0.38,6.67,0.63,87
358,Oat Milk,52,4.09,0.49,2.14,5.22,0.59,2.37,0.53,123
359,Coconut Milk,52,3.98,0.64,4.56,0.62,0.57,7.14,0.38,140
360,Soy Milk,58,5.23,3.94,6.19,6.76,0.51,6.05,0.45,136
361,Soy Milk,61,2.18,3.75,1.88,6.66,0.93,1.17,0.84,150
362,Almond Milk,64,0.6,1.26,7.57,6.51,0.36,1.58,0.43,106
363,Coconut Milk,52,3.94,4.59,1.86,9.05,0.14,2.87,0.68,132
364,Whole Milk,75,2.68,2.75,3.22,4.03,0.6,2.42,0.97,113
365,Skim Milk,69,2.9,3.9,10.62,6.97,0.19,2.1,0.01,140
366,Coconut Milk,61,7.74,4.79,7.37,7.67,0.31,4.43,0.71,131
367,Whole Milk,58,7.15,4.48,3.5,5.69,0.55,4.64,0.06,139
368,Oat Milk,72,7.06,2.97,3.42,1.67,0.99,3.89,0.37,113
369,Almond Milk,76,7.34,4.61,9.45,1.61,0.39,4.85,0.01,129
370,Skim Milk,70,0.9,0.7,6.24,9.98,0.76,6.25,0.8,150
371,Oat Milk,69,6.33,1.15,2.21,0.61,0.29,1.24,0.83,86
372,Cashew Milk,74,4.52,0.98,9.24,1.05,0.47,1.14,0.84,140
373,Skim Milk,71,0.74,0.18,6.54,6.42,0.49,6.4,0.76,102
374,Whole Milk,61,0.54,1.54,1.51,8.58,0.42,6.34,0.65,104
375,Soy Milk,57,1.81,0.5,6.33,5.88,0.08,7.83,0.66,101
376,Cashew Milk,71,5.38,0.83,5.2,8.36,0.15,2.65,0.28,148
377,Skim Milk,68,6.01,2.95,4.96,8.4,0.83,1.06,0.21,112
378,Oat Milk,63,1.63,4.46,9.05,5.33,0.64,7.18,0.97,119
379,Almond Milk,80,6.17,0.27,5.47,8.8,0.8,5.23,0.36,145
380,2% Milk,66,3.51,4.61,11.23,6.11,0.56,1.41,0.67,96
381,Almond Milk,63,2.65,2.57,11.54,5.76,0.69,2.1,0.49,123
382,Oat Milk,45,2.65,3.34,9.8,0.81,0.67,2.36,0.96,134
383,2% Milk,78,3.01,2.64,11.96,7.69,0.92,3.19,0.13,150
384,2% Milk,62,6.73,2.02,2.46,6.96,0.84,6.02,0.75,92
385,2% Milk,69,2.39,0.52,6.21,6.97,0.18,7.3,0.43,132
386,2% Milk,58,1.66,4.3,11.54,6.9,0.01,2.93,0.13,114
387,2% Milk,65,7.26,3.51,9.09,2.03,0.26,4.93,0.73,101
388,2% Milk,59,6.59,1.37,2.67,9.61,0.22,7.65,0.06,114
389,Cashew Milk,62,3.34,0.16,11.09,9.47,0.63,2.92,0.35,110
390,Soy Milk,73,4.43,4.9,1.73,4.72,0.27,4.17,0.97,135
391,Coconut Milk,52,4.72,3.59,5.32,2.16,0.81,7.56,0.95,113
392,Almond Milk,80,6.3,3.8,2.53,9.94,0.83,2.49,0.7,118
393,Oat Milk,60,5.38,3.45,1.74,4.71,0.73,1.34,0.82,121
394,Whole Milk,40,4.92,4.42,4.01,7.74,0.47,4.5,0.67,94
395,Skim Milk,61,1.52,3.98,5.07,8.21,0.75,1.03,0.29,144
396,Whole Milk,53,1.72,2.34,12.0,2.99,0.27,3.7,0.48,142
397,2% Milk,61,7.5,1.58,7.63,1.71,0.36,5.08,0.36,148
398,Whole Milk,64,7.17,1.94,3.59,8.61,0.49,3.38,0.1,111
399,Almond Milk,72,0.85,2.11,5.34,3.04,0.76,7.02,0.95,117
400,Oat Milk,75,3.71,0.12,2.26,9.3,0.76,5.49,0.99,134
401,2% Milk,46,4.36,1.37,7.24,5.48,0.07,1.59,0.83,105
402,Whole Milk,75,3.46,2.78,5.24,5.85,0.19,7.74,0.72,121
403,Skim Milk,49,6.36,1.2,3.99,4.55,0.96,3.2,0.84,106
404,Soy Milk,70,4.11,3.95,1.71,6.85,0.22,1.07,0.84,135
405,2% Milk,65,4.66,4.93,1.54,6.56,0.35,6.98,0.34,107
406,Skim Milk,53,4.2,4.9,6.79,5.84,0.51,2.96,0.57,127
407,Whole Milk,57,0.81,2.24,11.28,9.07,0.06,6.77,0.39,84
408,Almond Milk,75,7.17,4.14,5.42,5.75,0.54,1.44,0.58,149
409,Cashew Milk,48,3.85,2.41,7.14,2.27,0.86,4.48,0.32,150
410,2% Milk,66,6.9,1.63,6.25,5.36,0.19,7.9,0.59,110
411,Coconut Milk,59,4.78,1.61,1.64,8.63,0.42,3.0,0.09,86
412,Almond Milk,64,3.3,4.05,10.74,8.6,0.46,4.56,0.98,128
413,Coconut Milk,41,7.14,3.82,2.27,2.54,0.28,6.48,0.4,145
414,Oat Milk,70,1.7,2.09,10.99,3.23,0.03,6.42,0.9,82
415,2% Milk,42,6.33,2.55,1.55,9.73,0.36,5.58,0.66,107
416,Oat Milk,46,5.06,3.41,9.15,0.93,0.99,4.48,0.01,107
417,Skim Milk,78,6.44,3.0,7.75,8.83,0.06,2.04,0.4,144
418,Skim Milk,57,1.22,2.3,10.94,2.86,0.52,1.62,0.73,127
419,Almond Milk,43,3.15,3.27,9.47,2.0,0.75,1.41,0.76,105
420,Whole Milk,77,7.96,0.32,1.19,4.8,0.87,7.79,0.91,100
421,Oat Milk,49,2.11,3.8,8.55,2.51,0.1,6.75,0.74,104
422,Oat Milk,50,3.3,1.02,1.1,7.46,0.44,3.91,0.21,122
423,Skim Milk,52,7.77,4.54,6.38,5.26,0.67,3.69,0.88,139
424,Skim Milk,49,3.84,2.77,3.15,8.89,0.13,1.97,0.04,110
425,Whole Milk,66,3.96,4.45,10.15,3.04,0.96,7.63,0.76,120
426,Oat Milk,54,6.34,3.43,4.26,5.72,0.51,7.36,0.42,119
427,Almond Milk,73,7.61,1.65,3.3,7.06,0.69,6.64,0.01,121
428,2% Milk,68,7.06,3.16,7.34,2.12,0.88,3.17,0.47,118
429,Cashew Milk,62,5.5,1.11,7.44,9.18,0.99,2.42,0.99,107
430,2% Milk,45,6.26,2.41,8.14,4.98,0.75,4.68,0.3,110
431,Coconut Milk,46,1.94,2.7,7.24,6.12,0.65,6.81,0.2,99
432,Skim Milk,61,1.02,3.37,7.17,6.51,0.78,5.03,0.54,98
433,Oat Milk,42,7.44,2.13,1.11,9.3,0.46,1.37,0.25,125
434,Almond Milk,61,7.7,3.14,7.47,3.96,0.47,1.79,0.11,104
435,Whole Milk,80,6.5,2.14,5.87,2.45,0.97,3.48,0.77,101
436,2% Milk,72,5.5,2.9,2.12,3.66,0.04,3.96,0.13,103
437,Soy Milk,71,5.01,2.67,2.44,3.08,0.53,1.46,0.69,146
438,Coconut Milk,56,3.71,2.21,10.31,2.69,0.93,7.61,0.22,123
439,Whole Milk,60,1.5,2.24,5.33,1.19,0.36,5.0,0.3,83
440,Skim Milk,79,3.77,1.4,10.04,9.11,0.02,2.39,0.14,138
441,2% Milk,41,2.17,4.32,10.55,8.42,0.19,6.44,0.43,88
442,Oat Milk,57,3.82,1.45,11.29,4.57,0.5,3.73,0.19,83
443,Whole Milk,72,1.07,0.98,3.07,9.9,0.82,5.71,0.8,98
444,Cashew Milk,57,7.07,0.79,4.02,9.6,0.5,3.51,0.37,90
445,2% Milk,57,2.58,3.37,10.46,8.87,0.31,5.08,0.2,85
446,Coconut Milk,40,5.44,4.4,9.65,4.41,0.74,6.39,0.34,140
447,2% Milk,52,7.3,4.07,2.91,7.39,0.83,5.08,0.34,130
448,Oat Milk,69,1.76,3.92,6.63,1.15,0.81,6.5,0.4,113
449,Almond Milk,49,1.53,3.93,10.37,8.83,0.71,1.39,0.08,85
450,2% Milk,50,7.86,4.94,7.77,3.32,0.34,4.0,0.87,136
451,Soy Milk,49,6.56,2.04,5.38,3.52,0.57,3.58,0.67,94
452,Whole Milk,76,1.38,2.92,6.36,9.6,0.34,3.6,0.26,105
453,Oat Milk,44,6.44,2.83,10.5,2.25,0.35,7.39,0.98,98
454,Almond Milk,71,4.61,2.78,2.78,0.7,0.48,3.44,0.56,147
455,Whole Milk,75,3.45,1.09,6.24,6.94,0.64,6.34,0.13,146
456,Skim Milk,66,4.23,3.03,11.1,6.15,0.2,3.37,0.18,96
457,Skim Milk,73,1.08,0.67,4.7,8.84,0.22,7.44,0.16,109
458,Whole Milk,65,2.91,0.98,1.9,4.46,0.1,7.56,0.47,94
459,Coconut Milk,41,1.79,1.73,3.51,3.85,0.14,2.24,0.7,108
460,Whole Milk,80,1.76,3.81,10.81,7.73,0.28,3.41,0.7,112
461,Almond Milk,66,4.4,3.54,8.9,0.85,0.66,2.02,0.3,123
462,Skim Milk,54,3.75,4.17,10.77,4.48,0.98,4.5,0.4,146
463,Almond Milk,52,6.89,2.83,6.38,1.52,0.96,6.21,0.63,86
464,2% Milk,69,1.14,2.53,2.88,1.33,0.73,5.58,0.57,144
465,Almond Milk,74,4.08,2.98,5.87,3.01,0.81,6.71,0.47,115
466,2% Milk,45,3.51,0.93,10.4,6.99,0.06,7.34,0.24,92
467,Cashew Milk,60,0.91,1.08,11.79,1.58,0.16,3.08,0.29,110
468,Almond Milk,76,5.19,3.03,2.13,0.89,0.25,1.01,0.19,107
469,Whole Milk,71,5.15,1.34,1.25,8.8,0.07,5.08,0.56,102
470,Coconut Milk,45,1.04,1.74,7.15,5.73,0.02,7.48,0.45,126
471,Oat Milk,79,3.09,3.09,10.68,7.85,0.97,6.78,0.89,136
472,Soy Milk,70,5.07,4.9,7.68,9.3,0.54,7.07,0.41,81
473,Almond Milk,74,7.29,2.22,6.71,4.66,0.65,3.65,0.01,104
474,Whole Milk,47,2.11,4.39,9.36,1.27,0.57,7.19,0.04,150
475,Almond Milk,66,2.51,4.43,8.52,8.28,0.87,1.57,0.26,104
476,Soy Milk,77,6.85,0.43,1.48,1.26,0.26,5.61,0.52,137
477,Soy Milk,76,2.73,4.94,2.0,7.7,0.64,3.96,0.24,89
478,Coconut Milk,40,7.05,2.03,2.01,9.59,0.14,5.72,0.37,111
479,Soy Milk,73,1.51,0.42,3.29,8.4,0.98,1.63,0.23,99
480,Oat Milk,75,6.0,3.81,7.07,5.53,0.51,4.38,0.54,113
481,Coconut Milk,42,3.16,2.33,7.46,4.09,0.27,2.98,0.3,120
482,2% Milk,52,2.9,4.32,3.09,3.75,0.87,4.15,0.63,110
483,Coconut Milk,42,1.09,2.05,9.52,7.01,0.31,5.21,0.36,100
484,2% Milk,47,6.24,3.79,6.72,8.12,0.21,2.74,0.68,111
485,Skim Milk,50,3.36,4.56,2.92,7.72,0.22,6.31,0.2,94
486,Whole Milk,41,1.14,1.66,1.87,3.54,0.82,3.86,0.66,98
487,2% Milk,61,6.09,2.29,1.4,4.85,0.5,5.4,0.33,101
488,Whole Milk,76,5.63,4.44,1.26,4.95,0.22,4.33,0.68,92
489,2% Milk,53,7.58,1.8,11.77,9.67,0.39,5.18,0.24,132
490,Coconut Milk,55,6.53,2.71,7.47,6.72,0.07,6.72,0.81,147
491,2% Milk,69,5.95,1.97,1.99,6.66,0.48,4.55,0.42,122
492,Cashew Milk,48,3.62,0.6,11.21,1.28,0.97,7.31,0.01,88
493,Cashew Milk,62,7.68,2.34,9.55,5.98,0.48,7.37,0.32,145
494,Cashew Milk,77,2.36,3.49,1.15,7.89,0.3,1.54,0.81,145
495,Soy Milk,77,3.47,2.03,10.57,1.29,0.5,2.15,0.22,142
496,Skim Milk,55,0.72,4.14,6.18,6.2,0.96,4.7,0.86,99
497,Almond Milk,78,2.98,1.5,1.49,4.04,0.01,7.78,0.58,138
498,Cashew Milk,54,2.01,4.96,10.28,4.15,0.79,4.54,0.17,90
499,Almond Milk,44,1.33,2.8,1.63,0.7,0.96,5.73,0.63,98
500,Almond Milk,48,7.8,3.13,1.56,8.28,0.74,7.07,0.34,102
501,2% Milk,40,1.86,1.68,9.0,5.05,0.73,6.69,0.38,117
502,Whole Milk,42,5.49,1.21,4.84,4.33,0.78,7.98,0.24,147
503,Cashew Milk,57,2.72,2.71,5.51,8.51,0.82,4.62,0.83,146
504,Whole Milk,55,7.52,4.1,6.4,5.04,0.5,1.36,0.93,144
505,Whole Milk,74,3.06,0.43,5.14,3.85,0.42,4.93,0.24,126
506,Almond Milk,67,3.24,2.43,5.35,3.83,0.22,4.67,0.15,92
507,Oat Milk,55,4.86,3.21,11.84,4.59,0.25,3.23,0.39,140
508,Skim Milk,62,2.25,4.95,3.15,2.72,0.04,2.04,0.84,95
509,Almond Milk,80,5.05,4.6,7.28,5.64,0.23,6.9,0.44,111
510,Soy Milk,66,2.59,2.13,9.54,4.75,0.8,3.64,0.29,86
511,Whole Milk,64,1.23,2.73,5.08,3.36,0.42,6.77,0.36,104
512,Soy Milk,65,0.55,2.92,9.17,3.04,0.99,1.28,0.87,95
513,Almond Milk,55,2.1,0.19,1.04,2.0,0.81,4.34,0.94,136
514,Skim Milk,43,2.7,0.22,8.57,2.18,0.1,6.5,0.31,135
515,Cashew Milk,58,4.44,1.89,4.32,8.6,0.19,2.54,0.75,123
516,Oat Milk,45,4.9,0.18,3.66,7.84,0.78,1.25,0.15,131
517,Soy Milk,69,5.81,3.91,6.98,2.29,0.62,1.56,0.93,109
518,2% Milk,60,3.32,3.55,2.45,7.28,0.86,1.78,0.69,91
519,2% Milk,56,7.66,0.44,7.94,8.11,0.04,5.8,0.97,96
520,Soy Milk,61,4.22,3.73,3.75,1.87,0.81,1.35,0.11,94
521,Coconut Milk,45,6.13,1.67,5.99,0.55,0.34,7.93,0.33,89
522,Whole Milk,67,5.45,0.52,1.92,9.96,0.64,7.61,0.51,136
523,Skim Milk,54,4.15,0.43,2.46,8.42,0.29,5.9,0.44,103
524,Almond Milk,72,7.02,0.57,11.97,0.81,0.22,5.48,0.59,149
525,Cashew Milk,45,0.8,4.8,2.01,1.86,0.66,7.93,0.07,121
526,2% Milk,54,1.42,2.18,10.83,9.56,0.28,5.42,0.56,134
527,Almond Milk,48,3.98,0.59,9.54,8.31,0.09,7.84,0.89,132
528,Soy Milk,57,6.02,4.19,4.38,1.0,0.69,3.69,0.47,88
529,Cashew Milk,77,7.6,3.33,5.57,6.85,0.95,1.22,0.79,130
530,Whole Milk,47,7.85,2.84,4.65,8.05,0.27,7.78,0.77,89
531,Soy Milk,48,3.39,4.23,4.27,6.67,0.95,4.45,0.91,128
532,2% Milk,58,4.59,0.15,7.93,5.87,0.13,3.37,0.87,111
533,Soy Milk,42,5.4,3.89,9.37,0.61,0.27,4.2,0.37,120
534,Skim Milk,53,3.1,4.76,10.21,3.58,0.84,3.21,0.54,101
535,Skim Milk,57,2.21,0.12,5.95,9.27,0.28,2.67,0.49,140
536,2% Milk,47,6.64,4.16,10.15,4.92,0.96,6.93,0.76,100
537,Coconut Milk,70,2.37,0.5,10.87,4.46,0.24,5.92,0.84,106
538,Coconut Milk,43,5.52,1.53,3.86,9.26,0.14,5.65,0.24,140
539,Coconut Milk,50,2.83,4.4,8.22,9.05,0.8,4.23,0.24,111
540,Oat Milk,70,3.41,2.98,7.57,5.39,0.29,2.12,0.24,80
541,Soy Milk,48,4.15,2.71,9.86,5.89,0.05,3.65,0.15,108
542,Soy Milk,63,3.91,1.13,1.84,0.87,0.44,2.45,0.69,112
543,Oat Milk,67,7.55,1.69,10.06,6.04,0.52,4.95,0.77,84
544,Almond Milk,64,1.58,0.46,9.73,5.33,0.92,2.03,0.06,80
545,Coconut Milk,64,5.97,1.43,5.28,8.66,0.3,1.8,0.72,96
546,Cashew Milk,60,5.98,2.32,7.91,4.63,0.53,6.01,0.44,94
547,Whole Milk,53,2.87,1.24,5.5,9.19,0.51,4.23,0.74,123
548,Oat Milk,49,4.47,0.72,8.05,7.16,0.34,2.71,0.89,127
549,Skim Milk,58,6.71,2.77,4.53,5.98,0.74,5.77,0.56,96
550,Oat Milk,57,7.82,4.3,1.78,7.56,0.83,5.82,0.92,122
551,Soy Milk,40,4.4,3.69,1.72,1.59,0.49,5.28,0.02,88
552,Whole Milk,60,6.44,1.47,6.01,4.02,0.76,3.81,0.63,110
553,Coconut Milk,59,3.44,2.75,2.32,5.15,0.96,5.19,0.49,120
554,Coconut Milk,63,2.07,1.7,2.02,2.75,0.7,3.63,0.29,126
555,Skim Milk,59,3.28,4.93,1.48,8.53,0.63,2.93,0.72,96
556,Whole Milk,49,5.19,3.62,6.46,4.2,0.05,5.52,0.36,106
557,Skim Milk,70,7.73,0.61,7.69,3.2,0.71,3.25,0.19,130
558,Soy Milk,54,5.6,2.31,5.42,8.66,0.06,2.91,0.77,104
559,2% Milk,80,2.26,4.32,8.81,4.76,0.19,2.14,0.36,83
560,Almond Milk,68,3.6,2.88,6.51,3.46,0.93,6.77,0.62,122
561,Cashew Milk,69,1.58,1.19,4.12,3.01,0.2,2.85,0.15,141
562,Coconut Milk,76,3.02,2.1,3.74,3.08,0.1,5.68,0.73,98
563,Coconut Milk,79,3.18,4.12,8.16,4.53,0.25,4.32,0.91,146
564,Soy Milk,61,2.79,3.81,9.07,9.8,0.29,5.86,0.53,94
565,Soy Milk,47,6.88,3.35,3.33,1.11,0.31,2.56,0.47,112
566,Cashew Milk,47,7.36,2.82,9.18,8.49,0.96,7.7,0.86,144
567,Whole Milk,66,7.01,0.73,8.43,6.15,0.76,7.07,0.49,92
568,Whole Milk,65,6.48,2.45,3.85,2.27,0.64,7.46,0.95,143
569,Cashew Milk,41,5.91,4.73,4.45,2.06,0.54,5.79,0.16,138
570,Almond Milk,42,6.72,2.23,11.91,5.45,0.05,3.3,0.39,117
571,Almond Milk,69,4.25,1.6,1.72,3.86,0.83,5.92,0.71,101
572,Soy Milk,78,7.34,2.04,6.41,6.44,0.93,6.3,0.29,131
573,2% Milk,45,0.53,0.92,10.37,1.28,0.12,1.6,0.52,119
574,Almond Milk,80,7.43,4.43,8.56,1.84,0.88,7.07,0.6,90
575,Whole Milk,46,5.86,3.14,7.78,8.08,0.17,2.56,0.53,142
576,2% Milk,45,3.59,4.27,3.24,4.01,0.25,2.0,0.32,125
577,Whole Milk,59,5.12,3.49,9.06,2.21,0.03,3.82,0.98,96
578,Oat Milk,60,5.15,4.95,11.0,3.93,0.86,7.44,0.85,120
579,Whole Milk,55,6.17,2.82,3.7,7.54,0.27,6.42,0.04,143
580,Whole Milk,58,6.53,0.24,1.82,7.8,0.32,5.6,0.22,98
581,Oat Milk,67,7.53,4.96,1.98,4.34,0.49,7.85,0.33,96
582,Almond Milk,60,6.34,2.28,4.43,5.39,0.72,6.13,0.05,85
583,Whole Milk,73,4.66,2.61,4.06,8.43,0.15,2.31,0.22,99
584,Oat Milk,55,1.44,0.8,4.36,2.39,0.28,7.86,0.2,99
585,Almond Milk,71,7.11,0.68,3.39,5.06,0.86,2.79,0.56,142
586,Soy Milk,66,5.31,4.96,11.34,6.67,0.88,6.04,0.73,134
587,2% Milk,43,0.86,1.79,10.88,3.89,0.3,7.92,0.65,83
588,Soy Milk,63,4.81,1.87,5.81,2.43,0.29,2.45,0.18,125
589,Soy Milk,50,4.21,0.41,2.13,7.33,0.97,7.63,0.84,109
590,Oat Milk,77,3.78,4.58,10.93,8.77,0.25,2.66,0.48,90
591,Cashew Milk,46,5.94,2.58,4.03,8.26,0.88,5.89,0.03,144
592,Skim Milk,50,3.27,4.12,3.86,8.63,0.96,5.68,0.81,89
593,Cashew Milk,41,1.61,3.4,2.5,5.7,0.86,3.86,0.48,133
594,Soy Milk,44,4.78,2.12,4.05,7.9,0.02,6.58,0.06,116
595,2% Milk,54,1.02,0.49,2.93,2.34,0.05,4.52,0.19,94
596,Soy Milk,47,6.38,3.39,3.52,3.62,0.56,1.38,0.3,120
597,Skim Milk,64,4.89,4.59,4.81,6.81,0.28,3.88,0.95,127
598,Skim Milk,71,1.81,0.53,2.72,2.7,0.15,2.89,0.18,98
599,Coconut Milk,57,4.86,0.22,8.7,5.25,0.19,2.09,0.93,81
600,Almond Milk,76,1.6,4.13,4.4,8.81,0.09,7.18,0.43,125
601,Almond Milk,78,6.7,4.1,1.86,9.98,0.81,6.83,0.54,112
602,Soy Milk,66,6.4,0.57,5.7,5.49,0.89,2.23,0.88,138
603,2% Milk,48,1.15,2.54,7.07,7.79,0.91,5.16,0.93,104
604,Oat Milk,57,4.84,1.08,6.29,8.49,0.15,7.43,0.72,95
605,Coconut Milk,40,2.26,3.84,8.02,1.33,0.98,5.32,0.69,84
606,Whole Milk,73,0.97,1.75,9.24,7.79,1.0,3.02,0.64,89
607,2% Milk,74,6.9,2.63,4.99,5.62,0.77,2.96,0.92,90
608,Soy Milk,79,5.33,2.58,7.29,7.59,0.66,2.77,0.28,84
609,Soy Milk,63,4.97,1.69,1.82,9.18,0.34,1.59,0.77,129
610,2% Milk,44,4.08,0.5,8.39,2.53,0.84,7.75,0.87,96
611,Skim Milk,56,6.21,4.25,10.29,1.85,0.48,5.21,0.32,130
612,Cashew Milk,58,0.82,2.19,5.66,0.8,0.2,4.38,0.08,84
613,Cashew Milk,58,0.67,0.55,3.27,3.77,0.47,5.49,0.46,94
614,2% Milk,52,6.79,4.46,7.15,9.68,0.02,7.5,0.24,138
615,Coconut Milk,79,0.92,2.57,8.65,4.81,0.08,6.42,0.14,113
616,2% Milk,41,7.14,4.57,3.02,7.1,0.59,6.88,0.93,92
617,Skim Milk,77,4.87,2.29,8.17,1.59,0.26,6.45,0.16,128
618,Cashew Milk,78,7.08,1.6,5.03,1.27,0.31,3.35,0.39,95
619,Whole Milk,59,5.32,2.2,8.99,3.79,0.13,1.5,0.41,126
620,2% Milk,63,5.71,0.82,6.26,2.58,0.45,4.38,0.83,81
621,2% Milk,52,6.5,0.25,4.93,3.67,0.82,5.34,0.29,138
622,Oat Milk,45,5.53,1.91,6.11,1.68,0.09,7.51,0.63,94
623,Skim Milk,50,6.24,4.74,2.44,2.47,0.23,3.94,0.66,134
624,2% Milk,46,4.57,3.24,3.9,0.63,0.5,6.69,0.21,86
625,Coconut Milk,71,1.04,3.11,8.07,6.99,0.11,5.64,0.16,95
626,Skim Milk,46,1.24,1.12,9.61,9.22,0.42,1.1,0.03,95
627,Coconut Milk,44,6.79,1.05,2.78,1.18,0.25,2.05,0.91,94
628,Coconut Milk,41,5.78,3.16,4.01,8.72,0.96,3.61,0.9,117
629,2% Milk,55,2.27,3.67,2.33,6.35,0.87,5.14,0.62,148
630,Soy Milk,53,5.09,2.08,4.29,6.75,0.68,3.07,0.9,102
631,2% Milk,79,7.31,4.69,11.44,0.69,0.7,4.67,0.77,107
632,Almond Milk,55,1.02,3.02,10.17,9.17,0.19,7.46,0.43,149
633,Skim Milk,53,6.67,1.68,5.61,3.71,0.88,2.63,0.18,126
634,Oat Milk,72,6.33,3.42,11.21,8.25,0.0,5.27,0.34,84
635,Skim Milk,69,4.3,1.69,9.41,2.05,0.73,2.43,0.46,103
636,2% Milk,66,4.41,3.62,4.07,7.52,0.68,6.39,0.08,111
637,Coconut Milk,53,5.89,1.41,4.56,7.45,0.3,3.34,0.91,97
638,Whole Milk,62,3.18,0.27,9.59,2.36,0.55,6.16,0.45,127
639,Oat Milk,74,4.61,2.33,8.97,3.08,0.65,3.85,0.58,94
640,Coconut Milk,48,4.18,1.31,10.65,2.69,0.66,1.69,0.76,104
641,Almond Milk,75,7.82,1.97,8.21,4.53,0.13,1.53,0.33,83
642,Skim Milk,46,2.61,4.38,2.88,5.6,0.22,7.36,0.17,125
643,Soy Milk,77,1.74,0.87,5.19,7.94,0.6,6.94,0.33,87
644,Whole Milk,56,1.14,3.79,11.1,6.96,0.05,4.99,0.65,136
645,Soy Milk,48,3.13,1.25,7.04,3.67,0.49,4.82,0.68,93
646,Soy Milk,80,7.99,1.79,1.33,8.16,0.51,5.55,0.03,144
647,Coconut Milk,58,3.74,0.2,3.2,2.05,0.68,2.13,0.52,120
648,Coconut Milk,78,1.64,2.01,4.91,7.02,0.97,3.64,0.59,137
649,Almond Milk,40,1.02,3.56,1.2,2.98,0.96,4.48,0.26,113
650,Cashew Milk,56,7.52,3.81,4.98,4.17,0.99,4.96,0.81,95
651,Coconut Milk,40,1.39,2.2,7.24,4.37,0.6,3.33,0.25,138
652,Cashew Milk,49,6.94,4.05,11.8,9.49,0.44,4.08,0.53,134
653,2% Milk,58,5.91,3.91,5.39,2.63,0.18,4.27,0.18,106
654,Cashew Milk,62,0.92,2.94,1.23,5.23,0.62,2.84,0.8,128
655,Cashew Milk,46,4.82,1.3,2.71,9.81,0.39,4.47,0.24,124
656,Coconut Milk,51,4.9,4.08,11.73,8.16,0.54,1.05,0.6,109
657,Skim Milk,57,1.59,3.84,8.97,5.63,0.95,4.94,0.05,142
658,Skim Milk,67,5.88,2.17,8.46,5.35,0.62,3.58,0.97,129
659,Oat Milk,76,3.94,0.37,4.32,9.62,0.91,6.56,0.13,149
660,Soy Milk,53,6.16,0.23,9.33,5.49,0.57,5.57,0.55,120
661,2% Milk,46,2.91,1.59,8.82,5.33,0.56,5.12,0.56,101
662,2% Milk,76,0.87,0.94,3.88,7.03,0.67,5.7,0.89,93
663,Almond Milk,41,1.31,3.05,9.02,9.38,0.64,5.44,0.7,93
664,Soy Milk,55,4.05,2.83,3.83,7.34,0.59,5.26,0.04,124
665,Oat Milk,74,6.07,0.49,6.53,3.77,0.69,4.52,0.42,109
666,Almond Milk,45,4.41,2.82,2.02,4.24,0.63,2.09,0.69,118
667,Cashew Milk,58,0.75,2.26,10.63,6.64,0.03,6.89,0.76,93
668,Cashew Milk,80,1.88,4.51,9.64,1.71,0.77,1.88,0.53,114
669,Coconut Milk,59,2.28,3.59,8.13,4.27,0.61,3.19,0.58,139
670,Soy Milk,56,2.48,0.13,5.46,7.54,0.07,1.17,0.24,115
671,2% Milk,47,1.17,2.03,3.01,5.07,0.6,4.61,0.01,118
672,Oat Milk,69,3.19,2.75,7.12,9.55,0.64,4.83,0.62,89
673,Oat Milk,71,4.97,1.64,11.86,9.25,0.18,5.35,0.92,101
674,Coconut Milk,52,4.77,4.64,3.76,7.3,0.0,3.95,0.6,128
675,Soy Milk,55,1.81,3.87,6.47,3.36,0.13,6.22,0.69,150
