Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
337,Almond Milk,66,3.02,3.88,1.09,4.74,0.24,1.71,0.79,122
338,Oat Milk,62,6.0,4.09,7.48,3.77,1.0,4.9,0.99,80
339,Oat Milk,59,3.29,2.92,9.1,6.14,0.49,1.39,0.17,130
340,2% Milk,70,5.11,0.83,10.06,8.68,0.12,1.73,0.98,123
341,Soy Milk,45,7.65,4.1,10.05,5.4,0.17,6.85,0.85,97
342,Oat Milk,74,2.55,4.64,9.73,1.51,0.54,7.78,0.05,97
343,Whole Milk,73,5.01,3.95,10.07,4.83,0.97,1.3,0.95,103
344,2% Milk,43,2.97,3.03,7.4,5.27,0.03,7.66,0.87,131
345,Skim Milk,71,1.29,3.61,4.12,8.79,0.9,1.51,0.1,114
346,Oat Milk,58,7.67,0.26,9.75,6.66,0.22,3.57,0.82,125
347,Skim Milk,49,6.2,3.57,9.69,1.21,0.23,4.72,0.39,84
348,Soy Milk,76,0.68,2.65,11.44,4.07,0.96,1.93,0.16,129
349,Almond Milk,64,1.0,2.49,7.41,2.31,0.76,6.05,0.12,107
350,Whole Milk,79,3.1,4.88,4.7,1.95,0.98,1.56,0.4,83
351,2% Milk,40,3.08,2.56,3.12,8.99,0.04,5.35,0.99,128
352,Skim Milk,44,1.02,0.77,9.78,6.34,0.86,5.09,0.12,81
353,Skim Milk,54,7.7,1.76,7.25,8.84,0.57,4.84,0.86,120
354,Skim Milk,49,3.69,2.32,8.4,8.43,0.14,2.85,0.93,100
355,Oat Milk,61,3.49,4.74,2.71,5.6,0.38,4.96,0.89,129
356,Oat Milk,48,7.54,4.48,6.16,8.8,0.12,6.06,0.85,141
357,Whole Milk,74,1.97,1.51,11.19,9.58,0.68,1.06,0.45,146
358,Skim Milk,79,6.98,3.87,6.2,0.87,0.44,1.67,0.68,92
359,Soy Milk,74,7.08,3.34,5.56,9.73,0.83,6.28,0.54,131
360,Whole Milk,57,2.88,3.26,6.07,0.96,0.9,3.05,0.81,119
361,Whole Milk,47,7.16,2.76,5.59,9.48,0.98,4.27,0.49,98
362,Whole Milk,55,3.41,1.62,2.53,7.67,0.36,4.92,0.43,117
363,2% Milk,70,4.46,4.9,5.54,3.67,0.77,5.61,0.01,130
364,Soy Milk,71,0.61,2.52,4.81,9.83,0.31,7.5,0.73,116
365,Whole Milk,79,4.97,0.3,10.7,7.65,0.67,1.11,0.42,93
366,Coconut Milk,47,5.7,2.28,9.8,3.06,0.34,6.44,0.47,107
367,Almond Milk,68,2.03,4.94,9.27,9.52,0.51,3.39,0.96,135
368,Coconut Milk,68,1.47,4.9,7.38,6.5,0.57,1.27,0.42,103
369,Skim Milk,52,5.76,3.49,6.69,6.47,0.94,2.89,0.73,150
370,2% Milk,64,3.78,4.97,6.82,2.06,0.74,6.44,0.13,106
371,Almond Milk,45,1.24,2.75,7.68,4.12,0.29,1.3,0.14,108
372,Soy Milk,66,1.84,3.21,10.75,3.62,0.87,1.81,0.93,108
373,Skim Milk,66,5.57,2.29,4.82,4.55,0.54,3.85,0.58,148
374,Cashew Milk,68,7.24,1.08,1.06,4.54,0.19,7.22,0.73,99
375,Coconut Milk,58,7.09,2.11,11.6,5.53,0.55,2.47,0.36,141
376,Cashew Milk,79,1.59,4.7,2.58,6.85,0.02,2.36,0.09,144
377,Almond Milk,74,0.8,3.78,3.47,2.76,0.21,6.92,0.58,122
378,Coconut Milk,63,6.62,3.16,6.18,7.01,0.8,6.82,0.99,145
379,Soy Milk,65,3.79,1.17,1.4,1.63,0.31,5.1,0.02,112
380,Almond Milk,44,3.99,4.57,5.08,2.95,0.25,4.84,0.9,100
381,Almond Milk,76,5.1,0.65,9.25,2.57,0.81,6.77,0.88,82
382,2% Milk,71,3.3,0.19,10.03,5.65,0.36,3.87,0.49,89
383,Almond Milk,67,2.55,4.69,3.23,1.31,0.01,7.4,0.48,92
384,Coconut Milk,66,7.96,2.77,1.61,6.5,0.18,2.36,0.16,139
385,Skim Milk,50,4.48,1.99,7.72,3.06,0.8,3.18,0.72,114
386,Soy Milk,55,2.83,0.96,7.39,5.83,0.63,2.26,0.2,96
387,2% Milk,76,5.35,1.73,9.39,7.4,0.43,5.57,0.07,128
388,Cashew Milk,79,1.98,4.76,5.16,5.18,0.7,6.42,0.34,118
389,Skim Milk,61,0.75,0.68,8.57,2.42,0.04,7.49,0.04,84
390,Cashew Milk,47,7.19,0.41,3.94,6.63,0.67,5.61,0.46,111
391,Whole Milk,78,4.29,4.59,8.49,5.01,0.54,7.22,0.96,120
392,Soy Milk,57,5.95,4.58,8.3,3.33,0.56,6.67,0.37,136
393,Soy Milk,60,2.91,2.92,10.03,2.44,0.97,2.57,0.8,150
394,Cashew Milk,75,3.46,3.46,8.6,3.94,0.74,7.79,0.05,129
395,Coconut Milk,66,1.55,2.83,5.29,2.51,0.13,2.86,0.16,107
396,Coconut Milk,58,4.12,0.56,2.06,7.05,0.27,4.19,0.81,95
397,Skim Milk,80,3.67,4.73,5.96,7.94,0.7,5.28,0.93,143
398,Almond Milk,56,5.85,1.55,1.29,3.3,0.13,7.68,0.53,105
399,Soy Milk,68,1.96,2.32,6.17,8.32,0.49,7.2,0.97,131
400,Coconut Milk,46,3.23,0.28,6.23,1.88,0.22,7.53,0.22,134
401,Almond Milk,47,2.35,2.42,7.97,1.42,0.49,3.95,0.7,120
402,Whole Milk,48,7.99,1.4,10.62,4.76,0.99,5.89,0.53,86
403,Skim Milk,44,3.83,1.35,8.02,5.23,0.1,4.34,0.13,110
404,Oat Milk,48,4.49,4.1,5.81,1.95,0.91,1.29,0.36,85
405,Skim Milk,41,6.41,3.55,7.95,3.02,0.68,4.85,0.83,130
406,Cashew Milk,63,2.05,1.7,9.95,5.58,0.12,3.19,0.31,113
407,Whole Milk,76,4.39,4.91,11.07,3.78,0.57,7.98,0.87,148
408,Skim Milk,50,2.36,4.69,4.83,5.19,0.7,7.12,0.54,97
409,Whole Milk,52,4.88,2.53,5.57,3.45,0.67,2.4,0.8,142
410,Oat Milk,77,5.33,4.44,5.66,9.24,0.47,1.05,0.4,134
411,Skim Milk,58,1.41,0.22,5.29,7.22,0.57,7.36,0.66,140
412,Almond Milk,72,3.79,1.81,11.54,1.42,0.42,1.94,0.55,131
413,Coconut Milk,79,7.37,0.84,6.38,1.2,0.78,5.83,0.27,126
414,Cashew Milk,55,0.66,2.21,6.87,4.81,0.92,6.16,0.57,100
415,Coconut Milk,49,3.38,2.43,3.48,2.7,0.32,5.34,0.07,113
416,Cashew Milk,75,2.9,0.24,3.05,3.39,0.67,7.77,0.93,91
417,Oat Milk,77,5.69,2.76,2.79,5.16,0.22,1.73,0.59,111
418,2% Milk,80,1.66,1.13,5.05,4.36,0.13,1.9,0.59,119
419,Oat Milk,72,5.26,0.73,6.43,8.65,0.98,1.69,0.5,146
420,Oat Milk,78,7.67,4.37,6.73,4.55,0.64,6.39,0.95,95
421,Skim Milk,62,4.72,0.16,3.27,7.96,0.79,7.18,0.84,119
422,Soy Milk,80,4.52,2.29,2.0,7.23,0.61,7.56,0.65,132
423,Cashew Milk,72,7.13,1.72,8.15,5.34,0.35,1.73,0.26,118
424,Oat Milk,59,7.06,4.18,11.12,1.72,0.81,5.43,0.07,90
425,Whole Milk,65,2.64,3.35,7.24,5.51,0.34,4.19,0.38,98
426,Coconut Milk,76,4.13,3.07,5.47,9.04,0.61,4.66,0.72,106
427,Cashew Milk,49,3.45,4.42,8.27,7.26,0.99,6.37,0.13,143
428,Whole Milk,77,5.57,1.34,11.58,5.04,0.7,5.24,0.8,131
429,Almond Milk,47,7.54,2.09,11.59,1.06,0.37,7.79,0.47,143
430,Skim Milk,52,0.8,1.54,7.17,3.17,0.08,3.71,0.27,140
431,Whole Milk,79,7.8,3.88,2.15,8.53,0.44,6.3,0.12,96
432,Whole Milk,49,1.0,3.39,10.34,6.25,0.9,3.99,0.79,100
433,Oat Milk,71,2.32,2.67,9.58,6.64,0.84,7.66,0.49,126
434,Cashew Milk,60,5.57,4.38,1.36,4.7,0.87,5.16,0.34,136
435,Skim Milk,70,5.56,4.72,6.35,2.62,0.16,1.13,0.36,119
436,Soy Milk,74,1.92,2.42,11.84,6.17,0.29,6.02,0.37,120
437,Cashew Milk,58,3.06,2.1,4.89,5.29,0.66,3.71,0.4,137
438,2% Milk,40,6.47,2.79,1.9,7.64,0.08,3.38,0.89,150
439,Coconut Milk,80,1.46,2.86,10.65,1.25,0.57,6.35,0.79,84
440,Cashew Milk,80,1.15,4.07,1.39,0.7,0.92,4.6,0.22,84
441,Soy Milk,77,4.88,0.11,1.44,7.97,0.23,7.81,0.66,134
442,Cashew Milk,65,6.37,3.07,8.31,1.36,0.12,7.83,0.53,95
443,Soy Milk,59,2.96,4.9,9.41,4.95,0.11,6.77,0.94,133
444,Skim Milk,65,5.25,1.55,7.69,1.22,0.95,4.91,0.25,109
445,Soy Milk,52,3.64,1.44,9.75,5.72,0.71,1.89,0.57,139
446,Skim Milk,46,6.69,4.47,3.18,1.63,0.18,2.2,0.56,129
447,Soy Milk,48,6.75,1.71,12.0,4.83,0.82,2.99,0.03,117
448,Almond Milk,70,1.31,3.13,1.43,3.89,0.92,6.11,0.62,123
449,Oat Milk,54,5.96,3.79,10.74,1.89,0.77,3.96,0.13,140
450,Oat Milk,68,1.97,0.14,9.41,3.78,0.18,2.08,0.18,150
451,Almond Milk,59,4.4,0.38,3.97,1.69,0.41,5.85,0.09,105
452,2% Milk,56,1.53,3.71,1.52,8.78,0.46,3.07,0.76,138
453,Whole Milk,59,4.51,4.79,2.24,8.4,0.62,3.5,0.89,83
454,Soy Milk,77,7.52,2.66,8.31,4.69,0.98,4.1,0.76,150
455,Cashew Milk,40,7.72,1.15,10.41,9.9,0.06,4.63,0.67,91
456,2% Milk,45,7.16,4.68,5.06,3.14,0.47,1.21,0.26,128
457,Skim Milk,46,4.41,3.95,3.56,5.18,0.87,6.27,0.25,136
458,2% Milk,50,7.29,3.4,6.26,3.76,0.61,5.4,0.53,125
459,Skim Milk,57,3.37,2.58,10.94,6.46,0.2,7.79,0.68,136
460,Oat Milk,63,2.85,4.89,1.39,6.42,0.19,1.81,0.6,99
461,Coconut Milk,79,2.78,2.94,3.2,4.42,0.43,7.85,0.12,123
462,Soy Milk,63,3.38,1.39,9.57,8.4,0.08,3.43,0.66,131
463,Almond Milk,42,4.21,1.78,5.95,3.07,0.13,5.59,0.73,96
464,Oat Milk,50,1.74,4.14,9.0,9.71,0.51,3.5,0.16,105
465,Whole Milk,70,0.74,1.62,2.81,4.81,0.52,2.74,0.53,90
466,Skim Milk,57,5.94,1.07,7.19,7.27,0.89,3.51,0.22,84
467,Cashew Milk,47,4.01,3.09,2.32,5.85,0.06,7.64,0.97,138
468,Whole Milk,51,1.92,4.0,6.84,2.61,0.36,7.86,0.54,86
469,2% Milk,66,6.78,2.46,6.71,4.65,0.59,3.39,0.79,90
470,Oat Milk,55,5.5,0.53,3.58,2.28,0.45,3.05,0.34,116
471,Coconut Milk,50,3.76,3.52,7.43,5.15,0.49,2.68,0.59,101
472,Whole Milk,72,6.74,1.41,7.64,5.26,0.43,5.85,0.33,116
473,Coconut Milk,69,7.57,2.24,9.08,6.31,0.85,3.33,0.76,138
474,Almond Milk,48,0.92,1.44,8.66,8.92,0.42,5.16,0.18,149
475,Coconut Milk,66,1.78,2.22,5.02,2.09,0.46,3.79,0.45,118
476,Whole Milk,43,0.77,4.06,6.82,3.31,0.11,6.88,0.14,89
477,Cashew Milk,54,3.14,4.46,4.55,3.3,0.59,3.91,0.57,85
478,Cashew Milk,56,3.15,1.63,9.42,6.45,0.01,2.9,0.48,101
479,Soy Milk,61,3.34,3.41,9.18,1.94,0.11,4.28,0.09,126
480,Cashew Milk,80,5.58,1.86,4.81,5.54,0.4,3.31,0.57,88
481,Soy Milk,57,6.63,3.62,2.8,4.57,0.89,6.25,0.99,126
482,Soy Milk,77,4.77,3.18,1.0,6.11,0.44,5.76,0.56,150
483,Whole Milk,77,6.85,0.98,1.29,4.41,0.44,1.83,0.84,102
484,2% Milk,45,1.67,2.25,3.35,5.43,0.71,7.09,0.18,127
485,Coconut Milk,51,7.35,1.52,3.9,8.47,0.36,6.72,0.02,87
486,2% Milk,68,7.88,1.82,2.15,2.85,0.34,6.98,0.84,81
487,2% Milk,48,0.85,3.94,11.96,1.2,0.68,1.24,0.15,81
488,Oat Milk,52,7.78,3.96,4.83,8.53,0.29,7.1,0.2,82
489,2% Milk,69,7.54,2.95,1.28,8.99,0.84,4.08,0.69,89
490,Whole Milk,78,3.99,3.6,10.65,7.31,0.85,2.75,0.1,94
491,2% Milk,60,1.89,1.27,1.69,2.87,0.95,3.22,0.53,110
492,Soy Milk,43,5.7,1.06,11.07,1.45,0.31,5.85,0.55,81
493,Coconut Milk,44,3.98,2.94,6.21,9.34,0.9,1.08,0.81,86
494,Whole Milk,77,6.66,4.47,6.21,3.69,0.93,3.96,0.75,107
495,2% Milk,42,4.57,2.03,11.39,8.0,0.31,5.21,0.27,150
496,Oat Milk,41,5.46,3.45,1.88,9.97,0.61,6.33,0.71,141
497,Cashew Milk,68,0.99,2.22,1.59,6.35,0.4,7.49,0.89,118
498,2% Milk,54,7.23,2.76,10.06,3.41,0.49,7.85,0.34,123
499,Almond Milk,77,1.21,4.1,7.91,2.0,0.55,2.35,0.54,145
500,Almond Milk,47,4.63,3.87,7.56,0.59,0.37,2.55,0.21,123
501,Cashew Milk,63,4.13,1.46,6.9,1.08,0.2,5.82,0.12,86
502,Oat Milk,50,7.94,2.32,8.3,7.51,0.68,4.88,0.51,83
503,Almond Milk,41,0.67,3.24,5.81,5.58,0.48,1.11,0.61,147
504,Almond Milk,69,7.63,4.13,6.07,7.23,0.66,3.21,0.75,127
505,Oat Milk,63,2.05,2.19,2.24,9.09,0.23,4.19,0.69,150
506,Coconut Milk,57,3.74,1.06,2.16,7.63,0.06,2.56,0.53,120
507,Oat Milk,58,4.83,2.3,8.94,8.69,0.74,3.54,0.74,135
508,Cashew Milk,66,4.82,4.49,10.85,3.33,0.69,3.69,0.77,103
509,2% Milk,57,4.84,2.8,11.62,1.15,0.12,1.31,0.76,104
510,Soy Milk,44,4.43,2.64,1.37,9.99,0.98,1.4,0.36,111
511,Almond Milk,53,6.73,1.98,3.03,0.69,0.63,3.14,0.89,106
512,Oat Milk,42,0.95,1.25,5.7,1.74,0.69,6.65,0.41,108
513,Oat Milk,55,5.48,1.83,8.89,8.7,0.75,6.85,0.05,87
514,Oat Milk,59,0.51,1.05,3.77,4.39,0.4,7.34,0.89,101
515,Soy Milk,57,4.64,0.51,7.29,7.65,0.11,1.99,0.81,135
516,Soy Milk,70,5.02,0.89,1.74,3.34,0.01,5.64,0.19,126
517,Skim Milk,43,7.08,4.54,3.5,4.85,0.63,1.42,0.55,150
518,Almond Milk,67,1.07,0.9,4.47,5.88,0.78,5.44,0.93,135
519,Oat Milk,74,4.19,3.32,10.29,4.23,0.73,5.09,0.57,146
520,Soy Milk,62,5.86,3.88,11.18,6.65,0.57,2.94,0.66,130
521,2% Milk,41,4.55,1.0,7.02,1.92,0.22,3.9,0.63,114
522,Coconut Milk,45,6.15,3.92,9.46,4.35,0.22,4.22,0.34,115
523,Coconut Milk,45,3.52,0.6,8.4,2.2,0.47,1.12,0.31,109
524,Oat Milk,64,6.87,2.26,8.08,2.53,0.5,5.29,0.24,103
525,Whole Milk,73,2.01,0.93,11.96,2.13,0.0,2.87,0.17,117
526,Skim Milk,53,6.39,4.42,9.36,7.18,0.14,4.7,0.43,132
527,Coconut Milk,70,5.79,1.63,6.61,3.41,0.09,6.35,0.82,125
528,2% Milk,58,2.61,1.6,1.75,4.73,0.98,7.11,0.83,116
529,Cashew Milk,40,0.88,0.67,4.49,4.18,0.83,4.93,0.21,116
530,Almond Milk,45,4.31,1.97,7.19,8.18,0.84,7.42,0.28,150
531,Soy Milk,76,0.89,0.18,8.75,7.63,0.93,7.34,0.19,118
532,Almond Milk,69,5.08,1.26,4.54,3.02,0.0,7.54,0.49,149
533,Oat Milk,71,2.99,4.92,4.12,5.78,0.39,2.71,0.19,130
534,Soy Milk,61,2.05,2.05,10.52,2.83,0.5,6.86,0.96,137
535,2% Milk,44,7.4,0.32,2.61,5.72,0.6,7.87,0.85,139
536,Skim Milk,67,1.11,3.05,1.9,5.51,0.31,3.74,0.44,120
537,Soy Milk,76,1.66,0.76,11.93,2.09,0.93,4.72,0.23,109
538,2% Milk,80,1.08,3.38,7.64,3.59,0.2,5.7,0.61,105
539,Whole Milk,66,4.15,2.91,10.19,6.32,0.7,2.26,0.23,125
540,Soy Milk,73,3.56,3.03,4.11,6.0,0.57,2.84,0.96,109
541,Cashew Milk,66,3.61,3.22,11.8,0.8,0.82,7.94,0.98,114
542,Oat Milk,66,5.28,1.25,10.92,9.47,0.37,4.01,0.27,106
543,Coconut Milk,43,1.74,4.24,9.09,5.54,0.7,4.3,0.58,83
544,Coconut Milk,77,4.84,4.78,11.22,5.68,0.89,4.84,0.2,93
545,Skim Milk,74,1.1,3.61,9.26,7.74,0.65,4.01,0.11,135
546,Whole Milk,52,1.92,3.33,5.68,3.62,0.46,2.74,0.92,103
547,Almond Milk,55,2.03,4.31,7.87,9.19,0.69,7.0,0.84,87
548,Oat Milk,41,2.22,3.03,9.45,3.84,0.4,3.66,0.39,114
549,2% Milk,45,6.98,1.28,7.96,8.75,0.87,3.68,0.36,81
550,Coconut Milk,76,3.29,0.31,2.49,3.88,0.35,1.24,0.8,112
551,2% Milk,40,3.88,1.88,4.12,4.91,0.97,4.19,0.64,112
552,Soy Milk,50,2.53,1.48,1.59,0.89,0.11,5.23,0.15,140
553,Oat Milk,47,5.58,2.42,4.18,5.27,0.43,2.94,0.48,134
554,Almond Milk,57,5.04,1.97,1.01,4.07,0.84,1.94,0.19,81
555,Almond Milk,52,5.36,2.72,3.62,8.17,0.78,2.88,0.99,98
556,Skim Milk,74,7.58,3.61,5.24,8.52,0.12,4.99,0.37,106
557,Almond Milk,67,3.37,0.2,9.04,2.64,0.05,2.46,0.92,114
558,Coconut Milk,69,2.1,3.07,9.17,8.48,0.18,5.79,0.17,96
559,Skim Milk,46,2.01,0.82,3.99,1.79,0.1,1.97,0.64,98
560,Skim Milk,65,2.06,0.89,1.13,1.62,0.59,7.72,0.08,106
561,2% Milk,72,0.76,4.45,9.41,3.95,0.39,6.64,0.72,114
562,Cashew Milk,72,0.83,4.24,3.63,5.42,0.25,5.69,1.0,142
563,Whole Milk,53,6.15,1.91,10.81,7.39,0.66,4.96,0.05,93
564,Cashew Milk,64,7.15,2.92,5.67,4.02,0.33,4.98,0.66,150
565,Soy Milk,48,1.84,2.7,3.93,5.71,0.27,3.52,0.2,80
566,Cashew Milk,74,6.19,2.73,11.06,3.77,0.69,3.46,0.81,133
567,Skim Milk,78,7.07,3.13,4.45,2.18,0.53,6.02,0.95,139
568,Oat Milk,40,3.38,4.67,10.1,5.94,0.93,1.94,0.85,111
569,Soy Milk,50,1.62,3.29,5.1,2.73,0.14,3.3,0.41,120
570,Soy Milk,74,2.89,4.03,10.72,1.08,0.52,3.24,0.43,134
571,2% Milk,70,2.62,4.12,1.56,2.81,0.03,2.49,0.02,117
572,Almond Milk,67,5.01,4.84,6.73,6.27,0.02,7.76,0.04,139
573,Cashew Milk,56,1.14,0.8,10.29,3.6,0.04,5.8,0.69,102
574,Almond Milk,75,2.91,4.19,4.23,7.47,0.39,7.7,0.99,129
575,Oat Milk,68,2.71,0.58,11.49,7.39,0.26,6.75,0.74,91
576,Coconut Milk,61,4.71,0.52,1.84,9.66,0.62,7.14,0.66,84
577,Skim Milk,72,4.28,3.92,3.17,2.77,0.59,1.45,0.03,84
578,2% Milk,55,5.46,2.74,9.53,8.85,0.14,1.83,0.94,124
579,Skim Milk,54,2.3,1.84,11.14,1.2,0.79,2.94,0.38,140
580,Almond Milk,63,1.06,4.18,7.43,2.51,0.54,1.84,0.06,138
581,Whole Milk,69,0.87,3.18,2.94,9.67,0.32,1.72,0.8,140
582,Almond Milk,42,3.15,2.29,4.46,8.51,0.42,5.18,0.33,135
583,Oat Milk,54,2.72,3.79,9.17,7.5,0.24,1.59,0.41,107
584,Skim Milk,59,7.24,3.0,7.98,3.65,0.37,6.25,0.34,122
585,Cashew Milk,58,3.08,2.06,2.89,1.42,0.61,5.75,0.47,135
586,Coconut Milk,58,6.81,2.25,10.32,7.87,0.01,3.58,0.15,112
587,Soy Milk,64,7.64,4.83,8.54,5.23,0.49,5.43,0.96,101
588,Skim Milk,54,5.62,2.88,10.28,7.48,0.37,5.39,0.93,88
589,Oat Milk,40,4.69,2.69,7.62,4.22,0.01,5.93,0.95,115
590,Coconut Milk,46,3.7,2.17,3.2,2.92,0.87,7.9,0.9,107
591,Cashew Milk,56,7.03,3.14,10.85,4.38,0.08,6.1,0.99,107
592,Coconut Milk,66,5.02,4.87,9.97,6.55,0.04,5.45,0.21,141
593,Skim Milk,46,2.05,3.86,4.32,6.26,0.58,1.33,0.41,125
594,Whole Milk,52,1.39,0.6,7.74,0.83,0.63,2.53,0.91,136
595,Soy Milk,55,1.18,0.28,4.13,1.94,0.48,1.72,0.66,148
596,Soy Milk,56,4.04,0.78,8.45,1.28,0.06,4.43,0.65,122
597,Coconut Milk,63,4.12,2.68,4.39,3.73,0.96,1.46,0.22,112
598,2% Milk,41,6.79,2.79,5.36,2.49,0.18,3.64,0.98,131
599,Skim Milk,50,6.49,3.07,11.5,8.2,0.35,1.06,0.66,145
600,Cashew Milk,52,0.85,3.32,8.4,3.18,0.71,5.54,0.23,99
601,Whole Milk,46,2.95,2.58,1.49,0.85,0.26,2.13,0.5,131
602,Whole Milk,65,1.43,2.34,3.81,9.83,0.83,4.64,0.1,122
603,Soy Milk,50,4.17,1.81,11.33,7.81,0.26,4.56,0.06,119
604,Skim Milk,60,5.73,4.02,8.87,5.63,0.69,7.26,0.56,94
605,Cashew Milk,45,7.4,3.35,8.72,7.45,0.97,6.53,0.3,103
606,Almond Milk,59,4.63,2.77,8.5,6.02,0.92,7.33,0.17,98
607,Whole Milk,77,4.87,0.12,10.64,9.59,0.91,6.31,0.55,90
608,Coconut Milk,41,3.91,4.14,2.93,5.3,0.1,1.73,0.24,95
609,Whole Milk,66,6.5,1.52,5.27,5.8,0.16,7.47,0.34,141
610,Almond Milk,54,5.64,4.84,1.62,9.78,0.54,6.6,0.41,93
611,Soy Milk,76,2.07,1.1,4.99,6.14,0.97,2.57,0.47,135
612,Soy Milk,48,6.94,1.13,11.96,5.75,0.69,6.96,0.03,148
613,2% Milk,72,5.89,3.0,10.21,9.76,0.26,5.04,0.57,129
614,Soy Milk,48,7.95,2.74,7.19,7.07,0.43,4.52,0.19,80
615,Whole Milk,56,3.44,0.23,3.47,9.02,0.75,3.62,0.24,142
616,Almond Milk,75,4.23,2.0,2.94,4.77,0.82,5.55,0.94,120
617,Cashew Milk,80,0.72,2.29,2.57,7.33,0.12,7.48,0.53,132
618,2% Milk,50,4.37,0.77,6.86,1.06,0.1,2.83,0.15,99
619,Almond Milk,61,7.74,4.9,2.67,9.86,0.33,7.63,0.25,145
620,Almond Milk,79,3.81,2.14,5.5,3.48,0.66,6.6,0.63,127
621,Coconut Milk,67,2.03,3.54,7.19,6.88,0.37,2.02,0.75,115
622,2% Milk,73,1.14,3.56,9.51,9.62,0.34,7.71,0.98,97
623,Skim Milk,68,1.27,3.14,5.83,7.34,0.9,7.34,0.22,119
624,Soy Milk,46,7.49,3.57,10.26,7.03,0.54,3.58,0.63,85
625,Coconut Milk,54,7.93,2.18,2.9,0.78,0.35,3.01,0.02,100
626,Cashew Milk,60,4.55,2.44,10.43,9.58,0.71,1.61,0.2,142
627,Cashew Milk,65,3.69,3.9,3.37,7.88,0.74,4.34,0.04,95
628,Cashew Milk,59,1.71,4.62,9.71,0.82,0.41,5.67,0.62,135
629,Soy Milk,60,5.42,2.85,7.17,4.98,0.68,1.03,0.75,128
630,2% Milk,59,2.2,3.05,8.61,9.22,0.35,3.2,0.07,92
631,Skim Milk,69,0.75,0.56,6.21,5.27,0.93,4.15,0.51,82
632,Whole Milk,57,3.94,2.34,9.76,4.47,0.81,3.11,0.66,148
633,2% Milk,65,1.17,3.28,4.35,1.04,0.55,4.52,0.86,109
634,Oat Milk,73,4.87,2.18,1.11,3.31,0.44,2.13,0.84,122
635,Cashew Milk,43,4.98,2.13,9.72,5.54,0.04,6.46,0.79,115
636,Oat Milk,75,7.42,1.65,11.56,7.78,0.64,4.07,0.28,124
637,2% Milk,75,5.38,4.86,2.84,0.52,0.83,7.62,0.35,108
638,Coconut Milk,66,3.32,2.96,5.61,6.77,0.47,2.15,0.66,99
639,2% Milk,51,4.06,1.54,11.01,9.84,0.52,1.05,0.42,99
640,Whole Milk,74,1.76,1.46,6.27,5.74,0.56,1.12,0.11,138
641,Whole Milk,58,1.34,1.25,4.68,6.56,0.85,2.79,1.0,94
642,Soy Milk,80,4.89,3.14,5.94,9.51,0.5,1.68,0.77,107
643,Whole Milk,46,6.41,4.64,9.04,3.05,1.0,5.52,0.41,140
644,Coconut Milk,80,4.26,0.58,1.69,4.44,0.92,6.72,0.01,139
645,2% Milk,71,4.82,4.44,10.07,9.3,0.85,2.21,0.04,108
646,Skim Milk,61,3.08,2.57,8.24,9.45,0.83,5.06,0.39,96
647,Coconut Milk,44,5.92,2.27,3.17,3.15,0.29,4.96,0.85,134
648,Whole Milk,56,1.19,3.32,9.04,9.36,0.71,4.34,0.99,112
649,Skim Milk,55,7.69,0.88,5.3,3.46,0.94,7.07,0.12,148
650,Oat Milk,78,3.19,3.26,10.11,8.35,0.28,2.08,0.36,103
651,Cashew Milk,70,1.22,0.84,8.75,2.82,0.6,6.43,0.47,129
652,Soy Milk,59,1.57,0.89,4.69,8.21,0.79,4.19,0.91,135
653,Coconut Milk,70,7.97,4.86,1.05,3.49,0.6,7.71,0.69,94
654,2% Milk,41,2.57,4.7,7.16,7.81,0.98,1.58,0.27,82
655,Soy Milk,73,5.33,0.12,11.56,9.36,0.18,6.11,0.54,137
656,Whole Milk,67,7.15,0.74,8.19,7.74,0.8,1.25,0.17,145
657,Coconut Milk,73,3.21,0.15,9.76,5.42,0.54,2.33,0.44,108
658,Oat Milk,54,4.49,1.21,1.19,3.19,0.24,5.06,0.15,120
659,Whole Milk,50,4.73,4.38,8.14,5.18,0.2,4.22,0.28,129
660,Skim Milk,50,1.18,1.63,9.74,7.23,0.14,7.51,0.46,89
661,Soy Milk,46,3.76,0.71,2.33,4.05,0.93,4.42,0.13,85
662,Almond Milk,72,5.8,4.96,11.53,7.54,0.17,7.44,0.16,141
663,Cashew Milk,65,3.81,0.14,8.0,1.41,0.01,7.76,0.98,132
664,Oat Milk,61,2.56,3.41,2.86,1.55,0.06,7.22,0.85,144
665,Oat Milk,71,4.05,1.35,4.23,4.49,0.01,4.17,0.19,89
666,Almond Milk,67,6.08,0.21,3.84,8.47,0.93,5.58,0.42,135
667,Whole Milk,72,0.53,3.56,6.64,5.09,0.86,2.24,0.6,106
668,Soy Milk,49,1.03,1.25,8.64,9.87,0.42,5.62,0.54,135
669,Oat Milk,40,5.89,4.86,2.27,8.77,0.37,5.53,0.19,143
670,Whole Milk,52,0.97,1.05,3.44,7.48,0.18,5.96,0.9,106
671,Coconut Milk,74,1.21,1.15,5.45,7.99,0.45,7.16,0.72,115
672,Almond Milk,76,1.59,2.53,3.73,8.69,0.33,6.68,0.39,114
673,2% Milk,48,4.89,3.05,9.17,0.71,0.91,4.18,0.39,136
674,Cashew Milk,41,2.49,2.47,10.51,1.34,0.81,2.84,0.88,121
