Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
316.0,Coconut Milk,,1.46,2.17,11.72,1.93,0.33,4.37,0.96,104.0
317.0,Skim Milk,,,1.95,5.69,7.22,0.25,5.06,0.18,124.0
318.0,,54.0,0.88,4.6,7.01,7.22,0.29,4.53,,110.0
319.0,,78.0,5.38,2.81,5.14,0.65,0.75,5.47,0.45,105.0
320.0,Cashew Milk,50.0,6.53,1.86,4.87,2.38,0.67,,0.5,80.0
321.0,Skim Milk,60.0,2.63,0.7,1.26,4.79,,5.28,0.68,146.0
,Oat Milk,58.0,7.71,0.53,1.67,9.78,0.31,5.14,0.38,147.0
323.0,2% Milk,47.0,4.67,0.7,3.26,2.78,0.85,5.29,0.69,123.0
324.0,Skim Milk,53.0,2.27,0.16,8.88,3.0,0.12,5.22,,97.0
,Soy Milk,65.0,6.45,1.11,11.64,3.19,0.01,2.12,0.69,114.0
,Skim Milk,53.0,7.92,,8.94,1.45,0.3,7.13,0.52,87.0
,Almond Milk,62.0,5.83,3.09,10.01,0.86,0.38,3.56,0.33,120.0
,Skim Milk,40.0,5.38,2.89,5.86,6.62,0.7,1.04,0.43,130.0
329.0,2% Milk,40.0,,2.5,10.82,4.28,0.26,2.26,0.65,120.0
330.0,Cashew Milk,,,1.55,3.47,9.85,0.95,6.47,,93.0
,,43.0,1.76,,10.29,9.85,0.52,7.74,,138.0
332.0,Soy Milk,62.0,2.46,2.82,2.81,5.74,0.7,4.76,0.17,124.0
333.0,,80.0,3.14,2.3,7.44,5.42,0.82,6.35,0.05,144.0
334.0,Almond Milk,48.0,1.82,2.66,7.26,5.39,0.6,3.32,0.86,85.0
335.0,Skim Milk,66.0,2.5,2.67,11.7,5.77,0.84,1.53,0.72,
336.0,Skim Milk,63.0,2.89,1.54,8.88,4.57,0.17,1.65,0.1,97.0
337.0,Whole Milk,54.0,3.19,4.24,9.39,2.94,0.26,7.71,0.57,94.0
338.0,Almond Milk,57.0,7.7,4.3,5.28,7.85,0.72,7.31,0.69,108.0
339.0,,63.0,3.19,3.61,9.09,6.2,0.28,4.99,0.97,93.0
340.0,Cashew Milk,48.0,2.79,,10.59,,0.15,6.61,0.32,114.0
341.0,Oat Milk,56.0,4.99,,3.16,6.35,0.46,6.86,0.75,128.0
,Almond Milk,69.0,6.39,4.04,11.6,3.41,0.06,4.47,,84.0
343.0,2% Milk,44.0,6.53,4.33,8.15,8.45,0.32,1.68,0.61,102.0
344.0,Whole Milk,78.0,3.31,3.27,6.96,6.23,0.35,3.83,0.93,134.0
345.0,Whole Milk,58.0,2.79,0.23,10.16,5.87,0.77,7.44,0.81,80.0
346.0,,56.0,5.85,2.98,1.01,5.17,0.48,2.58,0.53,149.0
347.0,Skim Milk,40.0,1.27,0.76,5.93,5.06,0.34,5.02,0.24,112.0
348.0,,65.0,7.26,4.82,4.12,3.45,0.2,7.45,0.04,121.0
349.0,,,3.71,3.56,5.28,9.7,0.15,5.39,0.63,81.0
350.0,Coconut Milk,70.0,0.73,1.63,1.84,9.22,0.96,4.78,0.65,127.0
351.0,2% Milk,75.0,2.27,0.83,10.27,4.89,0.22,6.05,0.98,95.0
352.0,,52.0,6.19,2.72,11.87,3.48,0.94,7.44,0.02,95.0
353.0,Coconut Milk,44.0,7.13,4.57,4.81,4.26,0.41,1.48,,142.0
354.0,Whole Milk,55.0,2.99,3.26,6.95,6.09,0.38,3.69,0.48,145.0
355.0,Oat Milk,41.0,5.07,3.07,5.43,4.08,0.3,4.85,0.01,143.0
356.0,Soy Milk,57.0,7.14,1.64,9.78,1.71,0.72,2.42,0.58,96.0
357.0,Cashew Milk,42.0,5.83,1.24,5.33,,0.05,,0.73,140.0
358.0,,65.0,,0.37,5.39,1.52,0.28,5.89,0.63,104.0
359.0,Almond Milk,49.0,5.3,0.69,11.46,6.56,,1.68,,98.0
360.0,,54.0,4.16,1.1,6.88,8.37,0.74,7.57,0.59,116.0
361.0,Oat Milk,61.0,3.16,3.14,8.29,4.6,,5.01,0.64,145.0
362.0,Soy Milk,,5.69,1.59,5.16,7.1,,6.6,1.0,88.0
363.0,Skim Milk,64.0,4.52,3.74,8.63,9.19,0.19,1.06,0.7,
364.0,Oat Milk,43.0,3.85,4.48,6.33,5.38,0.31,2.95,0.91,146.0
365.0,2% Milk,47.0,2.47,,6.74,8.99,0.8,5.18,0.55,106.0
366.0,Whole Milk,71.0,,3.27,2.57,3.47,0.57,,0.54,117.0
367.0,Almond Milk,,3.66,4.7,7.08,4.82,0.36,4.48,0.24,90.0
368.0,Almond Milk,42.0,4.92,3.43,1.91,8.71,0.35,7.73,0.83,147.0
369.0,2% Milk,60.0,2.16,,7.33,7.61,0.11,7.83,0.98,
370.0,2% Milk,62.0,0.98,,4.29,4.48,0.89,7.56,0.46,122.0
,Coconut Milk,64.0,0.5,1.18,,1.68,0.16,2.85,0.36,97.0
372.0,Whole Milk,66.0,6.88,1.68,11.33,7.37,0.12,2.62,0.24,104.0
373.0,Whole Milk,60.0,1.74,2.94,6.17,5.91,0.31,6.55,0.04,108.0
374.0,Skim Milk,57.0,1.18,3.95,4.56,2.72,1.0,1.85,0.79,138.0
375.0,Coconut Milk,45.0,5.44,3.08,10.76,4.5,0.04,2.41,1.0,80.0
376.0,Almond Milk,50.0,0.98,,3.29,,0.55,2.84,0.36,142.0
377.0,Almond Milk,55.0,3.41,3.57,5.03,4.15,0.17,1.09,0.38,123.0
378.0,Skim Milk,,7.91,4.58,10.65,8.24,0.37,2.19,0.61,
,Cashew Milk,48.0,4.24,0.68,1.71,9.06,0.06,1.52,0.9,93.0
380.0,Cashew Milk,,4.46,3.24,4.89,9.93,,4.98,0.94,142.0
381.0,Almond Milk,74.0,2.53,4.74,,6.42,0.26,2.74,0.39,140.0
382.0,2% Milk,62.0,6.2,,7.32,3.61,0.46,2.83,0.89,140.0
383.0,,40.0,2.23,1.09,6.98,1.45,0.91,3.51,0.98,109.0
384.0,Whole Milk,45.0,2.46,2.24,4.07,3.16,0.73,,0.37,145.0
385.0,2% Milk,49.0,5.28,2.3,9.16,8.58,0.68,6.52,0.74,
386.0,,,2.01,2.65,11.41,8.12,0.07,6.43,0.2,125.0
,Whole Milk,74.0,3.31,2.47,10.93,5.62,0.82,4.53,0.22,96.0
,,42.0,6.75,3.98,2.38,,0.71,4.09,,125.0
389.0,Whole Milk,53.0,,4.13,4.17,1.32,0.24,7.86,0.97,100.0
390.0,,74.0,6.78,3.38,1.14,9.94,0.34,5.75,0.74,119.0
391.0,Soy Milk,47.0,4.2,2.33,2.11,7.94,0.43,3.82,0.24,124.0
392.0,Whole Milk,48.0,,3.73,7.06,0.83,0.59,4.81,0.22,96.0
393.0,Cashew Milk,77.0,3.15,2.25,3.96,5.71,0.5,3.97,0.72,145.0
394.0,Coconut Milk,68.0,3.1,,10.56,3.23,0.47,1.47,0.71,135.0
395.0,Cashew Milk,55.0,0.94,4.84,8.02,8.69,0.3,2.58,0.7,84.0
396.0,Almond Milk,44.0,3.48,1.94,5.73,6.98,0.24,4.01,0.5,139.0
397.0,,48.0,6.06,,9.69,8.24,0.3,5.22,0.78,91.0
398.0,Soy Milk,76.0,7.21,1.83,11.05,3.87,0.04,4.04,,81.0
399.0,Almond Milk,60.0,3.32,3.12,2.58,0.73,0.97,4.92,0.66,134.0
400.0,Oat Milk,70.0,5.75,2.59,8.29,6.55,0.77,5.4,0.24,97.0
401.0,Skim Milk,56.0,4.27,,,5.03,0.73,7.34,0.37,130.0
402.0,Soy Milk,,7.19,2.01,11.67,2.3,0.62,5.05,0.59,120.0
403.0,Whole Milk,78.0,6.06,2.06,4.84,,0.53,1.94,0.17,130.0
404.0,Whole Milk,64.0,3.14,3.22,7.14,8.67,0.02,5.26,0.58,137.0
405.0,Soy Milk,74.0,7.87,,5.72,3.54,0.72,6.11,0.49,150.0
406.0,2% Milk,75.0,5.9,2.26,4.93,9.04,0.09,3.91,0.28,135.0
407.0,Cashew Milk,49.0,6.62,3.92,5.72,3.07,0.67,7.06,0.39,84.0
408.0,Oat Milk,48.0,3.88,0.21,4.87,,0.2,6.91,0.22,132.0
409.0,2% Milk,75.0,0.74,4.34,4.09,8.2,,5.7,0.76,149.0
,Almond Milk,76.0,2.22,3.15,8.1,9.98,0.45,5.98,0.1,131.0
411.0,2% Milk,51.0,,1.17,4.77,0.86,0.29,2.39,0.76,129.0
412.0,Oat Milk,47.0,1.11,1.61,,6.64,0.96,5.93,0.44,138.0
413.0,Cashew Milk,61.0,3.53,1.24,11.5,5.04,0.15,1.35,0.19,81.0
414.0,Almond Milk,69.0,2.05,4.33,6.73,1.64,0.73,5.51,,
415.0,Coconut Milk,49.0,6.72,2.41,6.86,,,1.78,0.62,108.0
416.0,Skim Milk,79.0,1.47,3.54,2.28,9.26,0.61,3.11,0.46,127.0
417.0,2% Milk,51.0,2.36,4.7,3.73,2.84,0.78,6.74,0.77,100.0
418.0,Whole Milk,42.0,4.57,,1.62,6.17,0.52,6.48,0.22,80.0
419.0,Almond Milk,54.0,,3.36,1.86,8.98,0.42,2.88,0.85,143.0
,Cashew Milk,41.0,1.89,4.17,7.25,6.79,0.7,7.89,0.96,91.0
421.0,Skim Milk,69.0,3.02,2.86,11.11,6.33,0.22,4.78,0.42,
422.0,Whole Milk,66.0,7.19,,3.85,7.21,0.08,5.89,0.19,146.0
423.0,2% Milk,78.0,,0.87,5.93,4.29,0.2,,0.93,103.0
424.0,Soy Milk,75.0,7.84,1.53,3.65,,0.06,1.25,0.11,93.0
425.0,2% Milk,52.0,5.18,0.74,8.4,2.88,0.2,4.54,,111.0
426.0,Almond Milk,45.0,1.61,3.77,4.28,9.73,,4.04,,106.0
427.0,Almond Milk,54.0,4.26,2.29,6.42,9.21,0.98,,0.36,146.0
428.0,Coconut Milk,71.0,5.7,3.04,6.78,4.38,0.99,3.98,0.71,134.0
429.0,,,7.93,3.01,1.88,7.81,,1.28,0.81,83.0
430.0,Whole Milk,43.0,1.37,2.92,7.15,3.94,0.66,,0.58,
431.0,Soy Milk,,0.91,4.89,5.06,0.53,0.38,3.47,0.88,111.0
432.0,Cashew Milk,51.0,3.08,2.26,,1.29,0.77,3.11,0.54,141.0
433.0,Coconut Milk,60.0,5.82,1.48,8.75,7.52,0.88,2.71,0.85,135.0
434.0,Soy Milk,76.0,6.3,,5.05,8.01,0.67,2.16,0.19,83.0
435.0,Cashew Milk,76.0,1.07,0.95,2.01,,0.02,5.03,0.4,108.0
436.0,Oat Milk,70.0,,0.37,2.28,1.69,0.18,6.63,0.58,136.0
,Cashew Milk,56.0,1.64,2.9,4.66,9.18,0.96,6.48,0.61,150.0
438.0,Soy Milk,59.0,,1.04,,2.89,0.77,1.52,0.8,81.0
439.0,Almond Milk,65.0,7.49,2.68,3.38,7.2,0.08,6.83,0.45,97.0
440.0,2% Milk,60.0,5.88,1.77,6.36,2.36,0.83,,0.07,111.0
441.0,Coconut Milk,69.0,5.0,1.24,3.73,5.58,0.13,8.0,0.66,100.0
442.0,Almond Milk,,6.92,2.04,8.1,7.58,0.23,5.36,0.57,124.0
443.0,Oat Milk,71.0,1.59,1.18,3.28,9.59,0.62,7.89,,131.0
444.0,Soy Milk,47.0,6.47,2.75,1.34,6.44,0.6,1.57,0.58,82.0
445.0,Coconut Milk,51.0,1.73,,5.07,0.96,0.32,4.59,0.79,
,,54.0,2.06,4.76,10.72,3.76,0.77,6.6,0.48,102.0
447.0,Whole Milk,69.0,7.29,3.15,2.24,1.77,0.7,3.76,0.21,109.0
448.0,Whole Milk,,5.3,2.52,5.63,6.81,0.57,5.15,0.42,113.0
,Skim Milk,54.0,6.41,,7.83,1.73,0.41,2.1,0.41,95.0
450.0,Whole Milk,76.0,5.11,3.51,2.32,2.19,0.4,1.18,,135.0
451.0,Skim Milk,48.0,3.0,,7.78,6.78,0.76,2.99,0.08,132.0
452.0,Skim Milk,47.0,1.54,4.43,8.95,3.57,0.52,5.55,0.92,134.0
453.0,Cashew Milk,,,1.85,4.02,1.42,0.21,1.63,0.39,95.0
454.0,Skim Milk,62.0,6.07,3.01,2.24,2.18,0.9,4.89,0.33,130.0
455.0,2% Milk,67.0,,3.28,5.71,3.64,,1.69,0.85,89.0
456.0,Almond Milk,62.0,2.01,1.73,8.22,7.78,0.81,7.9,0.22,125.0
457.0,Whole Milk,75.0,2.28,3.25,8.57,,0.58,4.86,0.5,98.0
458.0,Coconut Milk,43.0,1.87,4.52,6.93,,0.94,2.04,0.14,150.0
,,43.0,6.48,1.93,,9.42,0.06,1.78,0.76,112.0
460.0,Soy Milk,58.0,0.66,3.52,8.82,1.73,0.68,2.57,0.06,104.0
461.0,Oat Milk,63.0,4.05,1.84,5.41,2.52,0.85,5.89,0.69,97.0
462.0,,73.0,7.95,2.3,6.22,4.81,0.95,1.76,,135.0
463.0,Soy Milk,69.0,4.88,1.33,,9.27,0.74,,0.58,103.0
464.0,2% Milk,69.0,5.46,,8.23,0.58,0.89,1.88,0.06,123.0
465.0,Almond Milk,,5.91,0.48,8.87,1.55,0.69,7.63,0.31,87.0
466.0,Cashew Milk,46.0,8.0,0.32,,9.68,,3.74,,136.0
467.0,Cashew Milk,56.0,4.44,3.9,2.14,5.06,0.35,1.05,,127.0
468.0,Almond Milk,41.0,0.55,0.17,4.68,2.77,0.88,4.54,0.4,136.0
469.0,Soy Milk,61.0,2.15,4.54,2.51,4.71,0.76,1.92,0.77,106.0
470.0,Soy Milk,46.0,,3.54,8.66,8.64,0.74,5.09,0.9,150.0
471.0,Skim Milk,49.0,6.6,1.97,5.4,7.41,,5.96,0.15,89.0
472.0,Skim Milk,43.0,1.16,1.67,5.6,2.68,0.37,5.66,0.38,116.0
473.0,Whole Milk,80.0,5.94,3.85,9.71,4.81,0.64,,0.89,110.0
474.0,Coconut Milk,60.0,4.29,1.45,,5.53,,2.72,0.09,128.0
475.0,Cashew Milk,48.0,7.78,4.51,7.23,8.1,0.02,6.1,0.33,138.0
476.0,Oat Milk,43.0,6.5,2.83,8.07,6.84,,4.97,0.48,86.0
477.0,Oat Milk,74.0,,3.47,8.9,9.91,0.37,6.49,0.05,85.0
478.0,Oat Milk,42.0,1.95,3.21,3.02,5.19,0.9,5.07,0.57,84.0
479.0,Cashew Milk,72.0,,2.13,5.5,5.67,0.61,,0.06,102.0
480.0,2% Milk,42.0,7.73,4.76,4.45,6.35,0.84,4.89,0.85,
481.0,Oat Milk,78.0,2.48,2.1,2.26,5.94,,4.07,0.13,100.0
482.0,Skim Milk,78.0,5.06,3.74,1.59,6.87,0.42,4.71,0.73,105.0
483.0,,47.0,,4.4,3.48,3.99,0.02,,0.34,85.0
484.0,Almond Milk,79.0,7.6,2.13,6.88,1.92,0.96,3.68,,128.0
485.0,,56.0,3.27,,3.0,,0.12,3.87,0.32,135.0
486.0,Soy Milk,60.0,0.78,3.54,,3.02,0.2,6.42,0.35,117.0
487.0,Whole Milk,50.0,3.49,2.98,9.14,,0.22,6.57,0.46,132.0
488.0,Skim Milk,,0.74,0.73,1.44,3.25,0.87,3.51,0.93,91.0
,Almond Milk,63.0,4.23,0.55,6.4,5.85,0.37,6.91,0.51,82.0
490.0,Soy Milk,,5.31,0.26,2.82,1.72,,7.98,0.76,130.0
491.0,Soy Milk,43.0,2.47,2.78,11.85,4.85,0.44,1.56,0.58,86.0
492.0,Oat Milk,,2.45,2.16,4.45,4.29,0.91,7.79,0.63,129.0
493.0,Whole Milk,47.0,3.41,3.7,1.74,7.7,0.48,6.7,,130.0
494.0,Soy Milk,72.0,7.44,3.23,4.87,3.24,0.94,3.52,0.69,141.0
,Oat Milk,73.0,1.87,3.74,3.88,4.25,0.78,,0.62,102.0
496.0,Skim Milk,80.0,0.7,2.58,3.5,6.32,0.87,5.14,0.12,87.0
497.0,,69.0,4.63,4.78,6.87,4.44,0.5,5.77,0.63,118.0
498.0,Soy Milk,46.0,6.6,1.29,,3.51,0.19,1.43,0.61,90.0
499.0,Oat Milk,71.0,5.26,3.27,6.99,8.61,0.51,7.91,0.61,138.0
500.0,Whole Milk,40.0,7.02,0.1,6.67,3.83,0.83,3.47,0.84,119.0
501.0,Soy Milk,63.0,0.53,0.65,,2.8,0.67,1.57,0.23,142.0
502.0,Whole Milk,,7.03,3.3,6.13,1.28,0.12,,0.14,125.0
503.0,Oat Milk,67.0,3.06,2.76,1.59,5.95,,6.07,0.19,88.0
504.0,Oat Milk,,,4.62,8.47,9.83,,2.19,0.21,140.0
505.0,Coconut Milk,51.0,5.54,0.68,8.74,6.74,,1.46,0.28,85.0
506.0,2% Milk,73.0,6.0,0.21,5.4,2.03,0.29,5.98,0.39,
507.0,2% Milk,75.0,,4.79,9.32,,0.52,4.29,0.31,102.0
508.0,Cashew Milk,,5.13,0.67,8.16,2.86,0.93,7.23,0.74,121.0
509.0,Skim Milk,44.0,6.54,2.18,3.75,7.89,0.01,4.16,0.79,
510.0,Soy Milk,57.0,4.56,1.76,,4.76,0.32,1.06,0.97,135.0
511.0,Cashew Milk,61.0,6.91,0.2,2.94,6.5,0.35,3.67,0.33,128.0
512.0,Skim Milk,42.0,5.78,1.05,7.28,3.04,0.6,4.22,0.02,83.0
513.0,Soy Milk,41.0,1.5,3.43,2.83,2.16,0.19,,0.65,
514.0,Cashew Milk,75.0,6.49,2.82,8.33,0.69,0.18,6.4,0.18,104.0
515.0,2% Milk,40.0,3.97,0.61,8.58,4.51,0.27,2.55,,96.0
516.0,Soy Milk,69.0,1.82,1.27,8.67,6.62,0.04,3.21,0.98,138.0
,Whole Milk,80.0,2.71,0.4,1.4,4.94,0.36,7.22,0.97,123.0
,Cashew Milk,64.0,0.69,2.81,5.48,8.64,0.37,,0.32,120.0
519.0,Cashew Milk,50.0,2.19,3.58,10.71,9.06,0.99,5.54,0.83,137.0
520.0,Coconut Milk,70.0,1.83,0.79,2.06,5.85,0.78,7.13,0.24,80.0
521.0,Whole Milk,70.0,3.73,1.17,10.73,5.16,0.54,2.88,0.68,108.0
522.0,Skim Milk,64.0,2.34,3.46,5.41,4.37,0.97,3.58,0.33,83.0
523.0,Oat Milk,63.0,2.29,2.23,3.96,6.57,0.22,2.86,0.67,
524.0,Skim Milk,59.0,3.71,4.99,2.74,9.77,,1.58,0.9,111.0
525.0,2% Milk,55.0,5.86,4.43,4.23,3.34,0.41,5.12,0.6,102.0
526.0,Skim Milk,63.0,4.82,0.32,6.99,4.79,0.85,,0.26,88.0
527.0,,63.0,7.1,4.99,6.81,8.69,0.87,1.77,0.51,131.0
528.0,Coconut Milk,67.0,4.95,2.22,8.8,5.66,0.01,2.97,,142.0
529.0,Oat Milk,55.0,,2.57,7.45,9.6,0.6,5.68,,111.0
530.0,Oat Milk,76.0,3.11,3.51,6.45,6.87,0.72,6.37,0.44,117.0
531.0,Whole Milk,45.0,6.68,0.16,11.49,6.98,0.44,,0.33,145.0
,2% Milk,75.0,5.17,,2.21,5.76,0.02,4.87,0.67,101.0
533.0,Oat Milk,52.0,0.96,4.68,9.93,,0.13,6.23,0.15,114.0
534.0,Skim Milk,44.0,,4.31,5.25,8.44,0.08,1.27,0.25,129.0
535.0,Oat Milk,78.0,5.39,1.35,,4.12,0.42,2.9,0.32,
536.0,Almond Milk,,3.16,0.28,7.41,4.49,,4.09,0.71,145.0
537.0,Almond Milk,76.0,6.1,4.57,1.76,7.56,,3.47,0.26,141.0
538.0,Coconut Milk,57.0,6.19,0.76,7.38,6.43,0.94,4.56,,97.0
539.0,Skim Milk,48.0,6.88,0.26,3.33,,0.2,6.22,0.58,88.0
540.0,Whole Milk,75.0,3.31,3.56,10.98,1.68,,6.32,,129.0
541.0,2% Milk,69.0,4.34,2.96,5.64,,0.08,7.48,0.48,81.0
542.0,Soy Milk,,0.71,4.99,2.55,6.29,0.13,1.59,0.59,139.0
543.0,Oat Milk,45.0,6.44,3.96,1.44,1.29,,1.09,0.26,105.0
544.0,Skim Milk,63.0,5.28,1.29,11.08,4.87,0.8,6.53,0.28,150.0
545.0,2% Milk,52.0,1.0,0.1,11.79,,0.62,3.93,0.52,114.0
546.0,,68.0,7.01,2.55,4.23,8.01,0.41,4.9,0.51,149.0
547.0,Soy Milk,64.0,6.72,2.22,7.86,9.88,0.33,7.71,0.05,128.0
548.0,Soy Milk,64.0,,3.26,4.9,5.51,,,0.31,89.0
549.0,,42.0,1.36,4.17,10.24,2.62,0.85,7.18,0.56,87.0
550.0,Coconut Milk,45.0,,1.36,2.82,7.89,0.15,3.44,0.89,85.0
551.0,Coconut Milk,63.0,3.78,0.25,2.85,5.17,,1.15,0.5,103.0
552.0,Whole Milk,57.0,,4.88,11.73,9.09,1.0,3.59,0.6,132.0
553.0,Oat Milk,65.0,,2.64,7.4,2.09,0.81,2.21,0.87,136.0
554.0,Cashew Milk,63.0,6.29,1.67,10.58,7.56,0.19,6.78,0.23,148.0
555.0,Almond Milk,63.0,7.51,2.43,11.47,,0.43,7.89,0.98,99.0
556.0,Soy Milk,78.0,2.72,1.09,4.27,0.65,0.49,3.17,0.98,130.0
557.0,Whole Milk,41.0,5.86,0.76,2.22,6.88,0.06,2.36,0.42,130.0
558.0,Whole Milk,40.0,6.59,2.25,2.39,3.57,0.31,5.22,0.54,96.0
559.0,Oat Milk,40.0,5.97,3.61,6.93,3.82,0.28,1.85,0.01,83.0
560.0,Skim Milk,70.0,4.45,3.56,1.01,7.36,0.19,1.6,0.34,107.0
,Cashew Milk,56.0,1.88,1.77,5.07,5.17,0.09,6.19,0.97,143.0
562.0,Soy Milk,43.0,1.7,4.42,2.72,8.3,0.68,6.05,0.18,117.0
563.0,Almond Milk,53.0,2.63,1.56,2.01,1.41,0.69,6.73,,141.0
564.0,Soy Milk,63.0,,1.62,5.78,7.95,0.28,3.96,0.71,149.0
565.0,Oat Milk,75.0,1.92,0.84,9.89,9.94,0.04,4.1,0.41,112.0
566.0,Coconut Milk,54.0,4.13,0.89,2.53,8.05,0.68,2.93,0.32,85.0
567.0,Skim Milk,56.0,4.46,0.79,1.25,6.22,0.18,2.96,0.95,81.0
568.0,2% Milk,65.0,4.17,4.58,10.95,0.8,0.97,7.42,0.63,118.0
569.0,Oat Milk,75.0,3.71,1.35,5.15,4.33,0.79,3.86,0.56,125.0
570.0,Coconut Milk,50.0,0.99,2.36,10.9,,0.54,4.73,0.8,115.0
571.0,2% Milk,65.0,3.29,1.34,1.42,9.37,0.8,5.27,0.95,111.0
572.0,Oat Milk,48.0,4.82,1.77,2.25,2.89,0.18,3.76,0.48,122.0
573.0,Coconut Milk,71.0,0.73,,5.26,6.38,0.1,7.9,0.68,127.0
574.0,Whole Milk,43.0,,1.47,5.28,0.76,0.49,1.81,0.34,103.0
575.0,Whole Milk,73.0,7.65,1.99,2.61,,,4.8,0.32,94.0
576.0,Skim Milk,80.0,2.22,3.94,3.01,4.17,0.03,7.81,0.29,92.0
577.0,Coconut Milk,57.0,0.7,3.82,4.92,9.28,0.93,1.47,0.21,110.0
578.0,Soy Milk,51.0,1.56,3.14,6.29,4.26,,,0.77,108.0
579.0,Skim Milk,44.0,4.13,1.72,6.83,5.23,0.76,6.53,0.33,95.0
580.0,Oat Milk,,0.82,4.39,5.6,2.95,0.9,3.64,0.07,93.0
581.0,Coconut Milk,,3.71,4.98,,7.77,0.29,1.94,0.71,140.0
582.0,Skim Milk,48.0,5.59,1.47,10.08,1.5,0.69,1.02,0.93,104.0
583.0,Soy Milk,68.0,5.55,0.12,5.57,5.41,0.76,4.24,0.14,106.0
,Almond Milk,65.0,3.95,1.3,4.25,2.22,,3.44,0.94,131.0
585.0,Almond Milk,53.0,5.6,,5.58,5.05,0.37,3.63,0.12,105.0
586.0,Skim Milk,,3.34,2.75,10.21,1.02,0.53,3.79,0.74,128.0
587.0,Whole Milk,44.0,5.72,3.41,7.86,3.74,0.94,,0.51,148.0
588.0,Cashew Milk,80.0,2.41,3.54,8.85,5.11,0.56,5.94,0.85,130.0
,Almond Milk,51.0,5.56,2.99,9.39,5.51,0.01,7.92,0.53,
590.0,Cashew Milk,48.0,3.75,2.83,,5.54,0.43,7.29,0.21,144.0
591.0,Soy Milk,51.0,,4.05,8.42,2.83,0.9,6.46,0.05,150.0
592.0,Skim Milk,61.0,4.73,3.36,9.01,2.99,0.08,7.41,0.96,128.0
593.0,,,,4.11,6.29,6.29,0.27,4.96,0.18,95.0
594.0,Skim Milk,59.0,0.88,2.85,11.05,1.66,,6.62,0.91,117.0
595.0,Whole Milk,47.0,2.94,3.45,9.53,7.82,0.88,6.2,0.58,90.0
596.0,Skim Milk,47.0,0.79,5.0,1.52,6.6,0.36,2.35,0.9,116.0
597.0,,47.0,1.3,2.97,4.95,,0.66,7.71,0.12,
598.0,Cashew Milk,74.0,6.08,2.04,3.27,8.52,0.94,7.6,0.98,99.0
599.0,Coconut Milk,71.0,1.6,2.15,4.4,9.15,,1.22,0.06,122.0
600.0,Skim Milk,66.0,2.88,0.41,6.58,6.05,0.16,7.75,0.59,101.0
601.0,Oat Milk,51.0,3.6,,9.3,1.37,0.33,3.69,0.87,128.0
602.0,Skim Milk,78.0,2.27,4.37,10.23,1.41,0.47,5.96,0.45,129.0
603.0,Almond Milk,72.0,6.08,3.52,1.88,8.3,0.12,3.83,0.24,93.0
604.0,2% Milk,64.0,6.82,2.21,9.95,9.98,0.17,4.6,0.47,90.0
605.0,Soy Milk,70.0,2.87,3.22,1.83,5.92,0.42,6.47,0.58,86.0
606.0,Oat Milk,,7.98,4.93,6.59,9.38,0.3,2.47,0.35,114.0
607.0,Whole Milk,,1.01,3.89,6.49,2.54,0.48,1.87,0.78,
608.0,Soy Milk,51.0,7.83,3.36,7.17,4.27,0.12,1.42,0.75,86.0
609.0,Coconut Milk,,,4.18,1.94,6.95,0.84,2.0,0.3,117.0
610.0,2% Milk,59.0,2.22,4.69,8.28,0.79,0.87,6.8,,148.0
611.0,2% Milk,66.0,4.6,2.57,4.48,4.85,0.76,3.21,0.05,129.0
612.0,Cashew Milk,58.0,5.68,,6.81,6.19,,,0.53,102.0
613.0,Skim Milk,61.0,4.16,0.68,1.51,4.31,0.02,3.52,0.87,147.0
614.0,Skim Milk,76.0,7.25,3.4,8.8,2.21,0.59,4.55,,80.0
615.0,Oat Milk,72.0,3.59,3.11,8.68,6.82,0.52,4.4,0.55,112.0
,Skim Milk,58.0,5.83,2.28,6.3,4.16,0.92,6.16,0.4,100.0
617.0,Oat Milk,48.0,7.61,1.41,7.71,7.35,0.12,2.31,,99.0
618.0,Coconut Milk,,1.96,0.38,10.08,,0.07,7.37,0.65,134.0
619.0,,41.0,3.33,,11.08,0.69,0.34,4.74,0.04,92.0
620.0,Cashew Milk,,3.48,4.93,7.45,8.15,0.74,7.46,0.47,145.0
621.0,Oat Milk,45.0,4.08,2.28,10.18,4.94,0.67,3.7,0.66,102.0
622.0,Skim Milk,42.0,3.69,0.18,7.74,,0.51,,0.51,99.0
623.0,Oat Milk,44.0,,,1.28,8.69,0.85,2.52,0.88,120.0
624.0,Cashew Milk,57.0,5.94,4.16,7.24,8.64,0.58,7.86,,137.0
625.0,Oat Milk,43.0,4.32,4.22,4.8,1.03,0.12,3.35,0.55,83.0
626.0,2% Milk,59.0,5.95,4.31,10.22,,0.54,1.84,,
627.0,Soy Milk,46.0,5.91,,9.26,4.36,0.66,2.39,0.41,135.0
,,76.0,6.84,4.44,11.79,5.64,0.76,3.34,0.7,116.0
629.0,Coconut Milk,48.0,2.47,2.5,1.34,6.16,0.79,2.36,0.9,95.0
,Soy Milk,52.0,7.39,1.36,5.54,5.16,0.29,5.21,0.45,90.0
631.0,Skim Milk,52.0,6.39,2.56,8.46,4.97,0.26,3.44,0.61,96.0
