Id,Product Name,Energy (kcal),Fat Percentage (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
337,Almond Milk,52,4.41,1.66,1.26,6.09,0.37,5.34,0.18,99
338,Skim Milk,59,6.87,2.43,10.93,9.9,0.06,4.26,0.19,102
339,Coconut Milk,41,5.23,4.45,4.39,5.19,0.04,7.15,0.67,127
340,Whole Milk,71,7.01,2.1,10.22,9.72,0.63,1.54,0.95,133
341,Oat Milk,74,3.44,1.0,10.78,5.88,0.41,2.81,0.28,92
342,Whole Milk,44,2.09,2.74,1.43,5.43,0.3,6.17,0.77,133
343,Soy Milk,70,3.34,1.16,8.77,7.84,0.61,5.87,0.02,134
344,Coconut Milk,73,2.66,2.74,1.28,5.0,0.47,4.04,0.87,146
345,Soy Milk,77,3.58,2.88,9.5,3.09,0.99,6.21,0.34,147
346,Skim Milk,70,4.13,1.73,1.09,5.65,0.32,2.42,0.16,93
347,Coconut Milk,77,1.89,0.63,5.11,9.94,0.7,7.11,0.09,134
348,Skim Milk,42,4.42,0.96,10.91,8.99,0.63,2.23,0.69,140
349,Almond Milk,51,6.69,3.06,7.61,6.19,0.68,2.06,0.91,122
350,2% Milk,59,2.72,3.25,8.59,5.11,0.53,3.8,0.35,116
351,Soy Milk,74,6.0,0.4,4.06,7.13,0.67,1.67,0.71,102
352,Soy Milk,74,5.68,3.73,4.99,8.13,0.03,2.66,0.71,94
353,Oat Milk,68,0.71,3.81,2.21,5.39,0.64,7.7,0.01,123
354,Skim Milk,61,2.07,1.51,3.96,1.71,0.59,2.2,0.9,86
355,Almond Milk,52,6.77,4.03,5.78,5.43,0.4,4.03,0.64,116
356,Almond Milk,51,4.75,0.79,7.55,4.99,0.73,3.73,0.84,122
357,Coconut Milk,44,7.21,0.18,6.62,5.69,0.89,3.49,0.7,138
358,Oat Milk,45,4.27,0.75,6.24,2.03,0.41,1.85,0.73,80
359,Almond Milk,79,7.7,2.21,6.56,3.16,0.12,6.24,0.15,98
360,Cashew Milk,76,5.28,3.8,10.8,3.69,0.78,3.15,0.13,80
361,Oat Milk,75,3.63,0.78,10.81,9.39,0.63,4.86,0.71,120
362,Whole Milk,52,3.75,3.95,6.39,7.6,0.14,4.79,0.64,122
363,Whole Milk,77,3.24,1.38,2.76,3.07,0.47,5.46,0.8,89
364,Soy Milk,63,6.18,3.98,4.59,0.97,0.38,3.73,0.01,85
365,Coconut Milk,47,1.92,4.04,7.85,4.75,0.51,7.0,0.31,126
366,Whole Milk,80,7.11,4.92,10.5,7.54,0.29,3.57,0.19,120
367,Coconut Milk,41,6.34,4.68,9.37,5.42,0.03,1.82,0.23,142
368,Almond Milk,50,3.41,4.66,7.09,6.59,0.04,4.8,0.67,80
369,Coconut Milk,55,0.53,1.74,6.28,6.33,0.44,3.42,0.69,128
370,Almond Milk,74,0.53,0.98,5.61,7.24,0.25,2.33,0.85,134
371,2% Milk,44,3.04,3.28,3.85,3.89,0.34,7.22,0.36,93
372,Skim Milk,53,3.07,3.63,2.53,4.09,0.9,1.17,0.61,105
373,Almond Milk,77,5.96,2.22,7.48,0.82,0.24,1.3,0.93,108
374,Coconut Milk,66,5.85,3.65,5.98,4.83,0.96,2.99,0.54,90
375,Almond Milk,73,7.16,3.11,4.32,8.67,0.72,7.8,0.5,105
376,Oat Milk,41,2.84,0.69,3.28,2.4,0.83,2.58,0.48,110
377,Oat Milk,74,5.01,3.4,7.31,0.79,0.72,2.86,0.24,100
378,Cashew Milk,47,2.17,4.19,10.34,0.96,0.97,5.94,0.04,126
379,Skim Milk,63,1.72,3.98,11.44,9.82,0.38,5.39,0.7,99
380,Cashew Milk,72,6.51,4.87,10.22,2.44,0.56,4.74,0.23,137
381,Almond Milk,51,6.28,4.55,6.03,7.4,0.19,3.22,0.51,106
382,Coconut Milk,63,7.23,4.42,1.98,4.25,0.27,3.39,0.51,140
383,Skim Milk,65,4.4,2.68,8.57,8.71,0.81,6.12,0.96,117
384,Soy Milk,70,1.1,2.9,4.38,0.85,0.35,6.86,0.47,96
385,2% Milk,54,4.67,1.83,10.11,2.35,0.22,6.61,0.84,100
386,Oat Milk,48,4.24,2.68,9.42,6.5,0.21,1.61,0.42,102
387,Soy Milk,63,4.52,3.03,6.67,5.66,0.9,4.07,0.93,110
388,Almond Milk,56,4.11,2.15,6.22,4.55,0.58,6.75,0.75,146
389,Oat Milk,43,6.7,1.91,9.66,4.61,0.9,6.7,0.58,121
390,Skim Milk,54,3.32,1.98,7.92,5.34,0.63,7.21,0.06,121
391,Cashew Milk,74,1.5,0.35,10.43,3.48,0.96,4.1,0.54,117
392,Cashew Milk,53,1.37,0.17,2.22,6.0,0.92,6.93,0.55,106
393,Coconut Milk,63,0.7,0.48,8.74,8.69,0.69,2.51,0.74,98
394,Whole Milk,69,4.88,4.76,5.15,3.86,0.38,6.95,0.8,106
395,Coconut Milk,55,2.92,2.04,3.54,8.74,0.29,3.37,0.6,126
396,Almond Milk,50,1.01,2.39,4.43,9.9,0.68,4.04,0.19,104
397,Coconut Milk,53,7.34,2.68,3.17,3.69,0.25,2.25,0.83,107
398,Coconut Milk,65,4.73,0.69,4.13,4.2,0.83,7.28,0.14,113
399,Skim Milk,62,3.54,0.79,7.04,6.37,0.31,6.45,0.37,84
400,Coconut Milk,76,2.77,3.73,5.84,2.82,0.05,2.69,0.7,90
401,Soy Milk,53,1.68,1.67,3.22,1.45,0.51,2.34,0.95,100
402,Soy Milk,43,6.33,3.42,1.83,9.29,0.64,5.33,0.89,139
403,Soy Milk,78,4.77,2.97,7.0,1.13,0.09,5.96,0.81,93
404,Coconut Milk,48,4.86,2.37,3.35,7.96,0.44,3.46,0.92,115
405,Oat Milk,58,3.24,0.93,3.69,7.93,0.78,2.19,0.57,120
406,Oat Milk,66,0.87,0.54,8.88,8.16,0.22,3.87,0.92,96
407,Almond Milk,50,4.17,4.33,11.77,5.07,0.11,3.38,0.92,139
408,2% Milk,76,2.59,0.61,9.69,5.67,0.72,2.88,0.17,136
409,Coconut Milk,77,6.41,0.78,4.91,2.03,0.64,7.93,0.86,125
410,Coconut Milk,63,4.31,2.08,2.53,5.84,0.2,1.01,0.04,110
411,Soy Milk,43,6.73,4.9,5.24,3.41,0.78,6.26,0.89,82
412,Almond Milk,59,4.56,0.44,2.82,7.49,0.99,2.39,0.93,105
413,Cashew Milk,47,6.68,3.14,9.53,3.33,0.16,4.72,0.19,145
414,2% Milk,43,1.57,4.62,7.23,8.08,0.4,3.08,0.1,92
415,2% Milk,79,3.75,3.48,5.62,8.94,0.95,2.83,0.61,147
416,Soy Milk,52,1.61,0.44,11.65,1.18,0.98,2.58,0.21,103
417,Coconut Milk,69,1.34,1.89,9.65,9.97,0.72,6.14,0.27,109
418,Cashew Milk,78,5.01,1.39,3.9,5.5,0.97,2.58,0.27,106
419,Whole Milk,59,4.24,0.69,2.66,6.46,0.08,1.23,0.91,116
420,Skim Milk,56,5.65,3.93,4.16,5.5,0.68,6.64,0.74,147
421,Coconut Milk,79,6.48,1.51,4.18,3.55,0.28,3.26,0.07,141
422,Skim Milk,70,2.95,0.36,4.02,4.85,0.71,4.18,0.13,89
423,Oat Milk,79,4.43,1.6,10.35,6.77,0.74,7.82,0.48,106
424,Whole Milk,50,0.54,2.29,6.72,5.57,0.33,5.46,0.5,102
425,Oat Milk,63,3.99,4.33,5.0,5.12,0.35,4.95,0.16,93
426,Oat Milk,41,7.49,0.67,7.49,2.83,0.26,4.78,0.28,110
427,Almond Milk,45,4.75,2.21,3.06,7.33,0.83,4.14,0.49,144
428,Almond Milk,54,2.68,1.8,1.25,9.52,0.49,2.43,0.81,114
429,2% Milk,69,0.97,3.24,5.21,2.88,0.66,5.16,0.68,83
430,Skim Milk,64,2.02,2.42,6.05,4.45,0.28,5.1,0.98,103
431,2% Milk,57,7.8,3.37,7.57,4.76,0.27,5.25,0.44,139
432,Almond Milk,43,7.15,1.65,3.06,1.81,0.94,3.28,0.64,102
433,Cashew Milk,73,7.39,1.95,5.73,1.2,0.49,7.75,0.09,87
434,Coconut Milk,60,4.49,3.04,11.42,7.44,0.39,6.02,0.98,113
435,Oat Milk,57,6.63,1.09,2.69,8.43,0.06,3.22,0.04,115
436,Almond Milk,46,3.74,2.69,4.87,7.57,0.97,6.4,0.74,117
437,Whole Milk,49,0.67,4.9,5.26,9.54,0.58,1.65,0.12,98
438,2% Milk,71,1.23,1.35,8.75,9.89,0.61,6.87,0.94,97
439,Coconut Milk,44,1.67,3.66,9.44,9.47,0.12,4.44,0.16,108
440,Cashew Milk,73,2.76,1.42,11.65,6.24,0.44,6.58,0.68,106
441,Whole Milk,45,3.54,0.51,2.8,1.0,0.66,2.59,0.43,141
442,Soy Milk,55,3.27,2.43,5.51,1.39,0.85,1.78,0.65,105
443,Cashew Milk,64,3.98,4.36,7.42,9.83,0.85,6.17,0.76,137
444,Oat Milk,59,5.34,2.36,11.01,8.78,0.35,4.13,0.98,81
445,Coconut Milk,75,4.61,4.45,10.96,4.57,0.64,3.24,0.52,112
446,Skim Milk,50,3.29,3.57,3.57,2.4,0.93,6.88,0.25,85
447,2% Milk,53,2.48,3.52,1.05,7.22,0.71,1.94,0.63,89
448,Oat Milk,80,3.34,0.5,11.1,8.79,0.97,1.37,0.83,128
449,2% Milk,75,2.81,3.36,9.14,4.38,0.22,6.25,0.21,124
450,Soy Milk,69,1.51,4.72,8.34,7.64,0.54,6.05,0.72,143
451,Soy Milk,57,4.15,3.1,5.8,2.62,0.01,7.77,0.88,87
452,Oat Milk,41,0.73,1.18,2.83,8.59,0.09,3.15,0.0,130
453,2% Milk,40,4.7,1.72,7.81,3.6,0.38,4.3,0.09,92
454,Skim Milk,79,5.61,3.47,9.38,3.69,0.27,2.64,0.24,112
455,Cashew Milk,42,5.26,3.2,8.75,4.58,0.42,6.81,0.54,98
456,Coconut Milk,74,3.82,3.38,8.21,5.12,0.91,3.41,0.64,102
457,Oat Milk,71,4.71,4.46,2.51,8.29,0.4,3.83,0.85,116
458,Cashew Milk,71,0.9,3.21,1.15,6.63,0.17,1.47,0.13,96
459,Soy Milk,74,1.76,0.32,9.07,2.4,0.99,1.48,0.45,83
460,2% Milk,58,0.85,3.55,7.6,5.81,0.38,4.1,0.65,134
461,Whole Milk,64,2.77,3.94,3.32,2.29,0.3,6.11,0.01,142
462,2% Milk,45,4.87,1.57,5.25,0.68,0.41,5.39,0.22,98
463,Almond Milk,60,6.79,4.15,6.61,6.5,0.08,3.54,0.03,95
464,Almond Milk,65,6.36,2.49,8.35,7.27,0.45,3.87,0.0,148
465,2% Milk,47,5.25,4.68,9.57,2.77,0.11,7.99,0.74,118
466,Almond Milk,59,4.97,1.82,8.23,2.76,0.41,5.19,0.04,110
467,Oat Milk,55,2.24,1.68,9.43,7.32,0.13,1.69,0.31,118
468,Cashew Milk,74,2.85,1.98,3.47,3.76,0.06,3.17,0.44,127
469,Soy Milk,72,3.77,0.98,5.13,9.25,0.48,5.55,0.01,90
470,Almond Milk,75,7.96,2.78,9.59,4.35,0.06,7.46,0.76,87
471,Oat Milk,60,1.33,4.72,4.89,8.93,0.6,1.07,0.87,126
472,Cashew Milk,66,7.53,0.93,4.87,8.26,0.59,2.68,0.95,85
473,Cashew Milk,63,5.38,0.98,11.02,4.93,0.02,3.1,0.5,146
474,Skim Milk,57,6.65,4.47,1.57,9.24,0.43,7.04,0.51,121
475,Whole Milk,59,3.03,2.18,7.29,2.57,0.72,4.9,0.71,110
476,2% Milk,61,5.1,1.17,9.45,5.34,0.96,2.27,0.71,140
477,Soy Milk,71,6.81,1.57,7.32,5.54,0.06,7.72,0.73,97
478,Skim Milk,63,5.14,0.32,10.29,5.26,0.25,4.0,0.3,110
479,Almond Milk,54,5.77,3.94,4.62,6.74,0.42,2.26,0.88,146
480,Almond Milk,60,7.56,4.61,5.89,8.44,0.2,5.75,0.01,135
481,Almond Milk,51,3.31,2.53,6.73,8.06,0.69,1.22,0.47,98
482,Soy Milk,43,6.43,1.09,1.59,5.19,0.55,4.25,0.94,83
483,2% Milk,58,5.33,0.69,2.15,2.96,0.78,7.84,0.54,103
484,Soy Milk,62,4.79,1.39,5.77,6.07,0.23,7.66,0.29,119
485,Soy Milk,44,3.07,4.64,10.77,8.98,0.84,7.36,0.39,130
486,Soy Milk,66,3.56,2.62,7.22,6.31,0.45,3.24,1.0,94
487,Cashew Milk,66,2.42,0.11,11.31,7.33,0.78,1.55,0.02,100
488,Oat Milk,54,4.76,4.88,3.25,1.86,0.56,5.22,1.0,113
489,Cashew Milk,45,1.72,4.14,3.19,6.45,0.29,1.96,0.92,150
490,Soy Milk,54,5.15,2.82,9.85,9.52,0.5,1.46,0.06,105
491,2% Milk,73,2.9,0.66,3.66,9.97,0.85,7.97,0.51,116
492,2% Milk,48,7.29,4.77,1.45,8.4,0.56,6.61,0.47,121
493,Whole Milk,68,6.36,3.09,11.91,9.24,0.88,1.13,0.39,140
494,Skim Milk,53,7.1,0.39,6.93,5.61,0.38,1.67,0.05,149
495,Skim Milk,66,2.98,0.66,1.16,7.13,0.17,1.78,0.79,119
496,Whole Milk,66,0.92,3.74,2.07,5.4,0.92,2.14,0.87,112
497,Coconut Milk,59,6.1,2.47,10.02,5.5,0.33,5.07,0.34,81
498,Skim Milk,52,6.76,3.65,4.81,7.18,0.42,3.29,0.22,142
499,2% Milk,68,6.89,1.4,7.97,4.65,0.69,5.81,0.14,143
500,Whole Milk,57,3.99,3.62,8.88,3.95,0.3,7.1,0.27,98
501,Soy Milk,63,4.29,4.07,3.77,4.78,0.65,2.48,0.63,142
502,Almond Milk,59,3.75,3.84,9.51,3.89,0.46,2.96,0.21,107
503,Oat Milk,80,7.56,3.75,8.9,9.57,0.84,1.56,0.71,135
504,Soy Milk,76,0.56,4.97,2.9,1.24,0.39,4.23,0.33,149
505,2% Milk,41,2.32,1.32,9.24,3.92,0.21,3.93,0.67,124
506,Almond Milk,51,1.58,3.79,2.7,0.59,0.99,6.78,0.66,106
507,2% Milk,63,4.81,0.8,2.73,9.15,0.57,5.91,0.7,135
508,Skim Milk,48,2.01,0.56,6.94,5.37,0.81,1.7,0.94,121
509,Cashew Milk,63,3.57,1.86,3.74,1.0,0.7,1.56,0.04,94
510,Skim Milk,57,1.77,3.03,8.05,3.55,0.98,1.28,0.81,146
511,Soy Milk,66,0.73,2.27,11.62,5.57,0.17,1.09,0.69,147
512,Coconut Milk,58,5.77,2.37,4.6,3.12,0.5,1.98,0.03,136
513,Cashew Milk,45,7.26,2.75,6.37,3.8,0.22,7.14,0.32,102
514,Soy Milk,54,3.43,4.98,6.28,3.08,0.47,7.69,0.81,92
515,Coconut Milk,40,0.56,3.34,8.31,4.57,0.32,5.94,0.84,109
516,Cashew Milk,72,1.17,2.73,7.79,3.78,0.43,7.08,0.26,94
517,Cashew Milk,76,2.84,4.9,9.38,9.28,0.51,1.12,0.03,105
518,Whole Milk,62,3.31,3.64,9.35,9.48,0.88,1.34,0.63,95
519,2% Milk,57,7.84,2.45,10.2,1.46,0.98,6.4,0.06,108
520,Soy Milk,74,4.48,1.25,9.26,1.58,0.15,6.87,0.48,86
521,2% Milk,72,5.97,3.42,6.87,2.08,0.06,4.07,0.72,111
522,Soy Milk,46,6.56,0.79,11.92,3.61,0.99,2.01,0.41,146
523,Soy Milk,77,7.05,4.74,11.13,3.95,0.86,2.69,0.99,84
524,2% Milk,78,5.97,2.8,7.75,8.62,0.76,3.42,0.5,91
525,Cashew Milk,64,2.16,1.89,5.85,0.79,0.2,4.39,0.25,130
526,Oat Milk,73,7.03,0.72,5.5,7.44,0.96,1.08,0.02,113
527,Oat Milk,72,7.51,4.85,1.52,3.11,0.68,4.13,0.03,114
528,Whole Milk,45,4.99,0.99,9.32,3.44,0.38,7.5,0.91,117
529,Coconut Milk,44,1.59,1.83,5.71,6.74,0.33,6.86,0.14,132
530,2% Milk,57,4.89,4.27,1.47,9.16,0.31,3.05,0.46,148
531,Whole Milk,41,4.96,3.14,8.47,5.82,0.54,3.92,0.72,89
532,Cashew Milk,49,8.0,2.44,5.26,2.23,0.53,4.89,0.37,134
533,Coconut Milk,50,4.6,0.77,4.58,8.98,0.52,1.83,0.58,112
534,Cashew Milk,40,5.3,2.3,2.69,5.78,0.83,4.74,0.37,89
535,Cashew Milk,47,7.69,1.46,7.59,9.76,0.85,1.68,0.44,96
536,2% Milk,79,7.27,0.11,5.38,6.27,0.23,1.74,0.81,97
537,Cashew Milk,49,3.32,3.0,11.57,1.47,0.65,2.87,0.8,108
538,Coconut Milk,78,6.71,3.74,5.51,6.83,0.33,6.52,0.87,115
539,Whole Milk,69,4.2,3.15,4.44,7.39,0.78,2.19,0.41,97
540,2% Milk,57,1.0,3.85,2.47,0.92,0.53,1.6,0.41,80
541,Coconut Milk,75,1.68,1.61,3.6,5.03,0.35,1.07,0.83,102
542,Soy Milk,71,3.87,0.81,10.98,0.9,0.33,5.7,0.44,130
543,Oat Milk,73,7.05,2.39,5.14,7.23,0.22,4.42,0.71,89
544,Skim Milk,76,3.0,3.01,8.77,5.79,0.85,3.05,0.53,111
545,Soy Milk,76,4.95,0.82,10.88,8.86,0.44,7.71,0.52,114
546,Soy Milk,80,3.07,1.38,3.16,8.98,0.91,6.34,0.9,103
547,Whole Milk,67,4.29,2.5,1.05,2.46,0.86,7.76,0.65,103
548,Cashew Milk,68,2.18,1.85,8.18,0.62,0.51,1.91,0.31,142
549,Soy Milk,46,6.79,2.39,7.72,3.97,0.64,7.97,0.54,133
550,Soy Milk,73,4.35,1.75,8.46,4.25,0.58,6.29,0.43,140
551,2% Milk,45,3.28,4.05,8.48,9.11,0.88,3.6,0.7,103
552,Soy Milk,66,5.54,4.27,10.62,8.52,0.92,4.29,0.97,129
553,Almond Milk,61,4.85,1.52,6.9,1.16,0.79,3.2,0.04,148
554,Coconut Milk,74,2.12,2.13,3.18,9.25,0.72,2.04,0.52,115
555,Oat Milk,48,6.47,3.42,6.09,2.62,0.49,4.61,0.34,134
556,Soy Milk,72,4.69,3.35,10.22,9.01,0.68,4.84,0.01,134
557,Soy Milk,72,3.28,3.96,1.03,1.49,0.23,7.39,0.56,132
558,Coconut Milk,40,2.49,4.75,9.5,3.38,0.86,3.83,0.93,97
559,Whole Milk,58,1.18,0.71,9.3,1.86,0.35,6.83,0.9,120
560,Soy Milk,66,3.2,0.38,5.81,9.98,0.5,4.24,0.91,109
561,Coconut Milk,52,1.02,2.44,11.72,8.73,0.62,3.87,0.56,117
562,Cashew Milk,71,3.62,3.78,11.09,4.14,0.7,1.05,0.21,138
563,2% Milk,73,0.69,4.22,9.37,9.23,0.92,2.88,0.7,85
564,Almond Milk,69,2.41,4.27,5.69,1.14,0.41,7.16,0.8,82
565,Coconut Milk,65,6.6,0.4,9.7,1.3,0.99,1.73,0.92,126
566,Cashew Milk,62,7.69,3.1,6.1,3.85,0.44,6.21,0.87,91
567,Oat Milk,40,2.75,1.62,1.23,8.52,0.04,3.34,0.64,105
568,Oat Milk,47,2.27,2.53,4.05,1.87,1.0,5.76,0.2,114
569,Whole Milk,57,5.66,4.99,1.29,6.18,0.42,6.63,0.84,133
570,Cashew Milk,69,6.58,2.44,1.26,2.35,0.78,7.66,0.14,146
571,Skim Milk,72,1.2,0.24,4.31,5.06,0.26,7.47,0.91,133
572,Almond Milk,44,2.25,0.48,11.38,6.15,0.76,1.08,0.15,115
573,Almond Milk,68,7.66,3.68,8.17,5.41,0.95,5.97,0.45,119
574,Soy Milk,41,6.4,4.05,5.8,7.51,0.37,5.79,0.59,134
575,Cashew Milk,58,3.98,4.2,7.4,1.84,0.53,7.98,0.47,120
576,Whole Milk,61,4.4,0.63,8.44,1.51,0.71,3.09,0.22,142
577,Oat Milk,49,4.93,1.26,8.54,6.39,0.87,5.06,0.35,121
578,2% Milk,58,0.61,4.47,1.56,3.09,0.97,7.78,0.27,136
579,Almond Milk,67,3.22,0.22,4.64,8.7,0.7,3.8,0.14,140
580,Oat Milk,61,3.29,3.59,7.43,2.27,0.56,3.12,0.19,87
581,Skim Milk,78,1.49,2.43,1.87,5.74,0.72,5.99,0.09,141
582,Cashew Milk,65,2.09,0.93,8.24,6.47,0.18,2.73,0.29,99
583,Soy Milk,63,0.95,1.62,6.99,9.36,0.84,4.99,0.22,93
584,Soy Milk,75,5.24,1.67,10.21,8.71,0.62,4.22,0.49,99
585,Skim Milk,56,5.96,2.71,8.47,9.95,0.31,7.14,0.56,108
586,2% Milk,54,3.2,3.79,2.39,8.86,0.81,4.95,0.99,109
587,Oat Milk,49,3.75,1.95,9.55,9.32,0.94,5.1,0.79,102
588,Skim Milk,70,2.79,4.48,6.56,3.71,0.98,1.32,0.72,97
589,2% Milk,49,7.93,0.2,6.5,7.6,0.51,3.05,0.47,144
590,Cashew Milk,42,1.42,3.15,6.18,8.83,0.94,3.48,0.46,137
591,Oat Milk,79,7.78,3.85,11.08,5.85,0.44,5.95,0.93,138
592,Whole Milk,64,7.43,1.72,10.37,4.82,0.33,4.66,0.63,102
593,Whole Milk,41,7.1,2.14,3.95,9.52,0.39,6.62,0.28,80
594,Soy Milk,53,1.69,3.53,11.69,3.21,0.64,7.92,0.34,117
595,Skim Milk,60,3.35,4.67,6.88,2.76,0.52,1.65,0.62,97
596,Whole Milk,61,3.04,2.31,10.88,6.74,0.32,7.87,0.06,125
597,Oat Milk,62,5.08,1.94,8.58,2.7,0.42,5.06,0.34,109
598,2% Milk,48,2.8,3.19,10.3,7.02,0.41,4.35,0.06,98
599,Oat Milk,79,6.63,1.53,4.36,4.16,0.2,4.62,0.61,142
600,Oat Milk,56,4.02,3.88,1.27,6.19,0.13,6.9,0.63,127
601,Whole Milk,74,5.82,0.82,2.03,7.57,0.4,4.86,0.78,137
602,Soy Milk,42,0.94,3.62,2.42,9.71,0.87,6.98,0.11,130
603,Whole Milk,49,3.53,2.98,4.79,0.97,0.63,5.13,0.03,123
604,Coconut Milk,41,2.04,2.51,1.16,7.89,0.28,6.68,0.05,109
605,Cashew Milk,42,6.1,4.95,1.07,3.26,0.06,2.81,0.05,109
606,Whole Milk,50,1.87,0.5,11.43,3.29,0.7,7.37,0.47,139
607,Whole Milk,49,5.99,0.66,8.33,0.68,0.85,1.99,0.42,127
608,Whole Milk,74,1.39,2.8,7.82,3.43,0.45,2.0,0.81,107
609,Skim Milk,43,7.4,2.43,8.19,6.14,0.32,7.48,0.99,108
610,Skim Milk,56,3.85,3.05,1.1,3.54,0.65,4.78,0.47,98
611,Oat Milk,64,3.35,4.17,10.91,2.67,0.29,3.55,0.5,85
612,Whole Milk,66,5.13,3.84,5.05,7.95,0.39,3.69,0.39,111
613,Almond Milk,43,1.6,4.08,11.86,7.47,0.43,2.22,0.13,80
614,Oat Milk,77,4.81,2.03,2.59,2.59,0.17,3.66,0.68,109
615,Almond Milk,71,3.9,0.58,2.43,0.55,0.98,4.34,0.69,90
616,Cashew Milk,48,4.98,0.25,4.0,7.57,0.05,3.53,0.52,145
617,Coconut Milk,43,6.32,4.3,2.11,7.09,0.72,1.41,0.59,139
618,Soy Milk,60,6.39,3.26,1.13,8.67,0.3,6.89,0.32,134
619,Skim Milk,73,4.75,2.27,10.27,5.44,0.47,3.31,0.76,81
620,Almond Milk,47,5.79,1.92,7.01,7.04,0.36,2.26,0.56,124
621,Cashew Milk,79,7.14,4.21,6.58,9.37,0.14,3.81,0.18,132
622,Cashew Milk,76,5.14,2.59,8.34,9.96,0.69,7.47,0.25,95
623,Soy Milk,45,7.82,0.19,9.11,2.42,0.91,7.93,0.83,109
624,Whole Milk,67,7.04,0.55,7.3,4.73,0.71,4.01,0.22,147
625,2% Milk,77,3.49,4.44,4.37,3.53,0.48,3.92,0.07,150
626,Soy Milk,65,7.86,3.14,2.31,9.19,0.0,6.69,0.33,104
627,2% Milk,48,7.02,3.6,4.24,2.47,0.94,7.84,0.68,128
628,Oat Milk,58,4.74,1.76,11.6,8.76,0.15,7.65,0.63,97
629,Soy Milk,65,6.6,3.74,1.92,3.73,0.15,2.42,0.37,109
630,Soy Milk,55,2.57,0.69,3.58,6.14,0.89,4.23,0.26,146
631,Skim Milk,56,3.24,2.06,8.14,5.33,0.29,1.71,0.96,145
632,Whole Milk,71,1.98,3.24,7.51,5.63,0.88,1.23,0.44,118
633,Whole Milk,43,6.32,4.51,9.75,3.57,0.7,4.29,0.59,140
634,Coconut Milk,54,3.95,3.61,3.22,7.1,0.31,7.05,0.33,105
635,Cashew Milk,71,6.8,0.18,4.38,8.05,0.56,2.51,0.47,140
636,Skim Milk,53,4.2,4.01,6.1,1.76,0.47,7.4,0.83,138
637,Oat Milk,77,1.19,2.03,4.33,3.74,1.0,6.35,0.65,98
638,2% Milk,63,3.16,3.35,11.05,6.13,0.56,5.04,0.86,119
639,Cashew Milk,54,7.06,1.13,8.12,2.27,0.59,2.5,0.11,138
640,Almond Milk,48,7.02,3.55,11.1,2.32,0.06,2.9,0.09,137
641,Whole Milk,79,1.85,0.68,8.58,4.47,0.74,2.71,0.74,106
642,Skim Milk,62,1.01,2.31,3.26,1.74,0.39,5.15,0.65,91
643,Skim Milk,63,4.48,3.08,4.11,7.01,0.27,1.6,0.29,149
644,Cashew Milk,64,2.07,3.99,4.2,8.44,0.98,3.72,0.18,101
645,Skim Milk,76,4.69,1.55,8.71,4.64,0.81,1.84,0.99,91
646,2% Milk,74,5.11,4.19,2.35,1.54,0.09,4.36,0.04,92
647,Cashew Milk,53,4.78,0.97,3.42,1.16,0.51,4.12,0.9,103
648,Coconut Milk,71,3.93,3.03,2.95,1.28,0.91,6.13,0.19,137
649,Cashew Milk,68,5.12,4.03,4.25,6.84,0.98,7.65,0.98,101
650,Almond Milk,75,7.17,3.2,1.06,2.95,0.0,6.53,0.67,100
651,Skim Milk,42,1.7,0.47,7.41,4.6,0.74,2.42,0.26,111
652,Oat Milk,53,5.85,4.36,9.32,6.27,0.87,5.56,0.12,85
653,Almond Milk,80,3.14,1.32,3.94,2.4,0.22,4.11,0.68,139
654,Almond Milk,62,4.24,4.39,9.2,6.36,0.89,6.24,0.77,112
655,Oat Milk,66,6.66,4.48,7.44,8.67,0.03,2.1,0.61,143
656,Coconut Milk,67,1.81,4.84,8.77,8.72,0.47,6.24,0.2,93
657,Almond Milk,48,6.38,4.42,3.78,8.33,0.74,6.27,0.45,115
658,Cashew Milk,79,1.66,1.07,3.02,5.12,0.27,5.9,0.35,148
659,Oat Milk,77,1.84,4.45,10.95,3.6,0.15,4.91,0.11,102
660,2% Milk,46,2.2,4.6,11.97,6.53,0.0,3.97,0.61,108
661,Oat Milk,72,1.95,2.29,6.11,2.99,0.15,3.19,0.23,145
662,Whole Milk,52,7.39,3.02,10.12,7.57,0.58,7.86,0.3,92
663,2% Milk,57,5.13,2.77,9.08,8.49,0.3,7.24,0.27,104
664,Skim Milk,41,3.04,2.68,10.77,6.26,0.63,6.94,0.55,126
665,Almond Milk,68,4.26,3.33,1.09,1.45,0.76,6.08,0.31,96
666,Coconut Milk,65,1.07,4.29,4.41,5.36,0.85,6.26,0.81,105
667,Soy Milk,43,1.52,2.87,10.73,7.17,0.67,2.71,0.11,90
668,Coconut Milk,51,4.06,3.95,3.76,2.75,0.72,7.23,0.62,84
669,Cashew Milk,76,7.17,1.88,3.25,0.74,0.93,5.18,0.93,142
670,Whole Milk,55,7.07,4.1,4.85,0.93,0.95,4.62,0.36,142
671,Almond Milk,53,7.13,3.86,9.63,2.55,0.35,2.03,0.47,132
672,Oat Milk,66,2.32,4.44,10.52,1.39,0.29,4.63,0.79,130
673,Whole Milk,40,7.08,2.24,10.12,3.43,0.34,5.27,0.62,142
674,Coconut Milk,67,6.91,3.45,9.56,7.11,0.89,1.36,0.2,131
